player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Zach Hernandez,183251,HB,SMU,2,0,287,12.0,0,1,2,28.6,28.6,75.0,0,1,0,2,7,72.6,0,0,1,33.3,33.3,100.0,0,0,1,3
Brody Bolyn,173365,G,BOWL GREEN,2,0,122,72.6,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Tru Edwards,146058,WR,LA TECH,13,0,208,73.0,0,0,2,0.5,0.4,100.0,0,0,0,2,452,,0,0,0,0.0,0.0,,0,0,0,123
James Thomas Jr.,173376,T,BOWL GREEN,2,0,122,73.3,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Sam West,173392,TE,INDIANA,3,0,190,33.2,1,0,2,16.7,15.4,75.0,0,1,0,2,13,37.6,1,0,1,20.0,20.0,50.0,1,0,1,5
Giles Jackson,101695,WR,WASHINGTON,13,0,340,74.2,0,0,2,0.5,0.4,100.0,1,0,0,2,445,,0,0,0,0.0,0.0,,0,0,0,148
Josh Kelly,97061,WR,TEXAS TECH,12,0,315,67.3,0,0,2,0.4,0.4,100.0,1,0,0,2,493,,0,0,0,0.0,0.0,,0,0,0,159
Ronan O'Connell,183201,G,CLEMSON,1,0,140,71.3,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Max Whisner,157175,TE,AKRON,1,0,102,66.5,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Mani Powell,157027,LB,UNLV,1,0,325,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Luke Drzewiecki,157246,K,NEW MEXICO,3,0,241,66.5,0,0,0,,33.3,,0,0,0,1,3,,0,0,0,,,,0,0,0,0
Justin Fisher,156962,HB,NOTRE DAME,1,0,258,67.8,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,0.0,0.0,,0,0,0,1
Maalik Murphy,157302,QB,DUKE,12,0,154,62.2,0,0,1,0.2,0.2,100.0,1,0,0,1,465,,0,0,0,0.0,0.0,,0,0,0,146
Wesley Smith,157329,LB,TEXAS TECH,1,0,315,63.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Ben Roberts,157332,LB,TEXAS TECH,1,0,315,63.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Bryce Lofton,156848,K,SO MISS,2,0,296,60.5,0,0,1,100.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Brodarius Lewis,156845,DI,SO MISS,1,0,296,60.9,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jaydon Johnson,156741,WR,LA LAFAYET,9,0,207,61.1,0,0,1,1.6,1.4,100.0,0,0,0,1,70,,0,0,0,0.0,0.0,,0,0,0,11
Dennis Strey Jr.,157463,T,E MICHIGAN,1,0,160,68.1,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Nick Devereaux,157469,WR,E MICHIGAN,5,0,160,60.9,0,0,1,7.7,7.1,100.0,0,0,0,1,14,,0,0,0,0.0,0.0,,0,0,0,4
Bryce Archie,156667,QB,USF,12,0,327,62.2,0,0,1,0.3,0.3,100.0,0,0,0,1,358,,0,0,0,0.0,0.0,,0,0,0,97
Darius Lassiter,157480,WR,BYU,12,0,128,62.1,0,0,1,0.3,0.3,100.0,0,0,0,1,322,,0,0,0,0.0,0.0,,0,0,0,103
Dominic Zvada,156657,K,MICHIGAN,1,0,222,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Colten Cable,156638,G,W KENTUCKY,1,0,346,65.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
DeShon Singleton,156476,S,NEBRASKA,1,0,238,63.8,0,0,1,100.0,100.0,100.0,3,0,0,1,1,,0,0,0,,,,0,0,0,0
Gage Stenger,156466,S,NEBRASKA,1,0,238,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Tayven Jackson,157615,QB,INDIANA,4,0,190,62.2,0,0,1,2.4,2.3,100.0,0,0,0,1,43,,0,0,0,0.0,0.0,,0,0,0,15
Chas Nimrod,157617,WR,TENNESSEE,11,0,307,63.0,0,0,1,0.8,0.8,100.0,0,0,0,1,132,,0,0,0,0.0,0.0,,0,0,0,28
JR Wilson Jr,156381,WR,VIRGINIA,8,0,335,62.1,0,0,1,1.0,1.0,100.0,0,0,0,1,101,,0,0,0,0.0,0.0,,0,0,0,45
Christian Epling,157646,LS,VA TECH,1,0,337,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
John Love,157659,K,VA TECH,1,0,337,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Kimball Madsen,157662,FB,WYOMING,1,0,351,70.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Chris Bell,156321,WR,LOUISVILLE,13,1,210,62.1,0,0,1,0.2,0.2,100.0,3,0,0,1,431,,0,0,0,0.0,0.0,,0,0,0,154
Owen McCown,157688,QB,UTSA,13,0,331,62.2,0,0,1,0.2,0.2,100.0,1,0,0,1,577,,0,0,0,0.0,0.0,,0,0,0,169
Cade Klubnik,156253,QB,CLEMSON,14,1,140,62.2,0,0,1,0.2,0.2,100.0,2,0,0,1,574,,0,0,0,0.0,0.0,,0,0,0,201
Josh Sapp,156238,TE,CLEMSON,11,0,140,63.9,0,0,0,0.0,1.5,,1,0,0,1,65,,0,0,0,0.0,0.0,,0,0,0,17
Jason Albritton,156207,HB,OLE MISS,2,0,226,72.7,0,0,1,100.0,50.0,100.0,0,0,0,1,2,72.7,0,0,1,100.0,50.0,100.0,0,0,1,2
Christian Williams,157741,G,FLORIDA,1,0,163,72.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,72.0,0,0,1,100.0,100.0,100.0,0,0,1,1
Matthew Golden,156165,WR,TEXAS,16,0,311,61.9,0,0,1,0.2,0.2,100.0,1,0,0,1,494,,0,0,0,0.0,0.0,,0,0,0,129
Rocky Beers,156005,TE,FIU,1,0,166,71.5,0,0,1,8.3,8.3,100.0,0,0,0,1,12,71.5,0,0,1,25.0,25.0,100.0,0,0,1,4
Jayden Ahboah,153333,T,UNLV,1,0,325,66.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Matthew Coleman,157831,WR,S JOSE ST,13,0,285,61.9,0,0,0,0.0,0.4,,1,0,0,1,279,,0,0,0,0.0,0.0,,0,0,0,98
Slade Roy,151058,LS,LSU,1,0,211,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Cade Harris,157896,HB,AIR FORCE,12,0,101,65.5,0,0,1,0.7,0.6,100.0,0,0,0,1,158,,0,0,0,0.0,0.0,,0,0,0,65
Aiden Calvert,157904,WR,AIR FORCE,4,0,101,73.1,0,0,1,4.0,3.7,100.0,0,0,0,1,27,,0,0,0,0.0,0.0,,0,0,0,13
Kale Gibbs,157922,HB,AIR FORCE,1,0,101,70.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,70.3,0,0,1,100.0,100.0,100.0,0,0,1,1
Xander Lamb,157968,HB,CHARLOTTE,2,0,136,0.9,0,1,1,33.3,25.0,50.0,0,1,0,1,4,0.9,0,1,1,50.0,50.0,50.0,1,0,1,2
Matthew Caldwell,150302,QB,TROY,9,0,318,62.2,0,0,1,0.4,0.4,100.0,1,0,0,1,254,,0,0,0,0.0,0.0,,0,0,0,73
Grant Lyons,158024,ED,MIAMI OH,1,0,221,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Hudson Powell,158029,LS,MIAMI OH,1,0,221,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Nate Milanowski,158034,HB,MIAMI OH,1,0,221,67.9,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,0.0,0.0,,0,0,0,1
Robert Spears-Jennings,158074,S,OKLAHOMA,3,0,261,63.8,0,0,1,33.3,33.3,100.0,2,0,0,1,3,,0,0,0,,,,0,0,0,0
Trey Goodman,149142,WR,UTEP,12,0,330,63.8,0,0,1,0.3,0.2,100.0,1,0,0,1,413,,0,0,0,0.0,0.0,,0,0,0,136
Israel Benjamin,148874,HB,TEXAS A&M,2,0,312,72.7,0,0,1,33.3,33.3,100.0,0,0,0,1,3,72.7,0,0,1,50.0,50.0,100.0,0,0,1,2
Jason Llewellyn,158096,TE,TEXAS TECH,2,0,315,64.2,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
August Johanningsmeier,158150,DI,W MICHIGAN,1,0,347,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
RJ Todd,158159,LS,W MICHIGAN,1,0,347,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Noah Kema,158176,LB,HAWAII,1,0,180,61.0,0,0,0,,100.0,,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Hank Beatty,158198,WR,ILLINOIS,13,0,187,62.1,0,0,1,0.7,0.6,100.0,0,0,0,1,156,,0,0,0,0.0,0.0,,0,0,0,71
Ty'son Edwards,148715,HB,LSU,2,0,211,68.6,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Connor Finer,147967,TE,KENNESAW,9,0,200,65.2,0,0,1,2.5,2.2,100.0,1,0,0,1,45,,0,0,0,0.0,0.0,,0,0,0,18
Kevin Jennings,158272,QB,SMU,14,0,287,62.2,0,0,1,0.2,0.2,100.0,0,0,0,1,465,,0,0,0,0.0,0.0,,0,0,0,150
Yesiah Clemons,147960,HB,KENNESAW,1,0,200,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Markus Schumacher,158281,TE,SMU,2,0,287,70.8,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,0.0,0.0,,0,0,0,1
Hunter Porterfield,147551,T,LIBERTY,1,0,206,66.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Chase Roberts,147528,WR,BYU,13,0,128,62.1,0,0,1,0.3,0.3,100.0,0,0,0,1,353,,0,0,0,0.0,0.0,,0,0,0,116
Chris Salerno,147500,K,NOTRE DAME,1,0,258,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Trent Ramsey,158327,G,CAL,1,0,130,67.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Gabriel Rubio,147499,DI,NOTRE DAME,1,0,258,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Dalen Cobb,158341,WR,GA SOUTHRN,13,1,174,62.1,0,0,1,0.3,0.3,100.0,2,0,0,1,363,,0,0,0,0.0,0.0,,0,0,0,104
Josh Dallas,158343,WR,GA SOUTHRN,13,0,174,65.2,0,0,1,0.3,0.3,100.0,0,0,0,1,320,,0,0,0,0.0,0.0,,0,0,0,81
Marcus Sanders Jr.,158361,WR,GA SOUTHRN,9,0,174,60.9,0,0,1,1.4,1.3,100.0,0,0,0,1,77,,0,0,0,0.0,0.0,,0,0,0,17
Nick Harris,147410,TE,UCONN,3,0,146,65.4,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,1
Langston Hardy,147407,ED,UCONN,1,0,146,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Chris Brazzell II,158409,WR,TENNESSEE,13,0,307,63.0,0,0,1,0.4,0.3,100.0,0,0,0,1,291,,0,0,0,0.0,0.0,,0,0,0,70
Alfred Chea,147399,S,UCONN,1,0,146,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Brett Gerena,147346,LB,ARMY,1,0,114,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Adam Cash,147339,LB,ARMY,1,0,114,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jaylon Glover,158484,HB,UTAH,3,0,328,67.7,0,0,1,7.1,7.1,100.0,0,0,0,1,14,,0,0,0,0.0,0.0,,0,0,0,4
Will Montesi,147328,WR,ARMY,7,0,114,67.5,0,0,1,11.1,9.1,100.0,0,0,0,1,11,,0,0,0,0.0,0.0,,0,0,0,1
Brandon Rose,158503,QB,UTAH,2,0,328,62.2,0,0,1,2.5,2.3,100.0,0,0,0,1,43,,0,0,0,0.0,0.0,,0,0,0,16
Alex Orji,158545,QB,MICHIGAN,8,0,222,62.2,0,0,0,0.0,1.5,,0,0,0,1,65,,0,0,0,0.0,0.0,,0,0,0,21
Cody Mladenka,158565,TE,BAYLOR,1,0,118,64.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
AJ Williams,147311,FB,ARMY,1,0,114,16.3,0,1,1,100.0,100.0,50.0,0,1,0,1,1,,0,0,0,,,,0,0,0,0
Ed Conoran,158577,S,C MICHIGAN,1,0,134,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Bert Emanuel Jr.,158581,QB,C MICHIGAN,3,0,134,62.2,0,0,0,0.0,9.1,,0,0,0,1,11,,0,0,0,0.0,0.0,,0,0,0,1
Kade Kostus,158593,ED,C MICHIGAN,1,0,134,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Peyton Higgins,147247,WR,TROY,12,0,318,62.1,0,0,1,0.4,0.4,100.0,0,0,0,1,244,,0,0,0,0.0,0.0,,0,0,0,116
Robert Williams,147155,WR,LA LAFAYET,14,0,207,67.4,0,1,1,0.5,0.4,50.0,1,1,0,1,235,,0,0,0,0.0,0.0,,0,0,0,41
Kendrell Williams,147142,HB,LA LAFAYET,2,0,207,68.5,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,1
Jameson Tucker,147090,WR,COAST CAR,13,0,141,63.1,0,0,1,0.4,0.3,100.0,3,0,0,1,296,,0,0,0,0.0,0.0,,0,0,0,95
James Bailey,158641,G,NEW MEXICO,1,0,241,68.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Dalton Stroman,147022,WR,APP STATE,10,0,108,66.4,0,0,1,0.5,0.4,100.0,0,0,0,1,232,,0,0,0,0.0,0.0,,0,0,0,73
Elijah Jeudy,147001,DI,NEBRASKA,1,0,238,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Gage Pitchford,146963,G,VANDERBILT,1,0,333,70.6,0,0,0,,100.0,,0,0,0,1,1,70.6,0,0,0,,100.0,,0,0,1,1
JT Seagreaves,158708,TE,WISCONSIN,4,0,349,67.3,0,0,1,6.3,5.6,100.0,0,0,0,1,18,,0,0,0,0.0,0.0,,0,0,0,3
Nick Barrett,146926,DI,S CAROLINA,1,0,289,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Ty Cooper,146856,ED,MISS STATE,1,0,227,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Ryan Dirksen,158785,T,S DIEGO ST,1,0,284,63.9,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Armoni Goodwin,146764,HB,UAB,4,0,321,67.5,0,0,1,7.7,7.7,100.0,0,0,0,1,13,,0,0,0,0.0,0.0,,0,0,0,2
Chaz Chambliss,146728,ED,GEORGIA,2,0,173,63.8,0,0,1,50.0,50.0,100.0,1,0,0,1,2,,0,0,0,,,,0,0,0,0
Smael Mondon Jr.,146725,LB,GEORGIA,1,0,173,63.8,0,0,1,100.0,100.0,100.0,3,0,0,1,1,,0,0,0,,,,0,0,0,0
TreyShun Hurry,159085,WR,S JOSE ST,13,0,285,61.9,0,0,1,0.3,0.2,100.0,0,0,0,1,407,,0,0,0,0.0,0.0,,0,0,0,161
Hayden Clem,146695,C,FLORIDA,1,0,163,71.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,71.2,0,0,1,100.0,100.0,100.0,0,0,1,1
Jalen Kitna,146688,QB,UAB,8,0,321,62.2,0,0,1,0.3,0.3,100.0,1,0,0,1,374,,0,0,0,0.0,0.0,,0,0,0,136
Sean Jackson,146665,HB,AUBURN,1,0,115,67.9,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Landen King,146664,TE,UTAH,12,0,328,69.5,0,0,1,1.6,1.6,100.0,0,0,0,1,62,69.5,0,0,1,3.2,3.2,100.0,0,0,1,31
Dematrius Davis Jr.,146660,QB,UTSA,1,0,331,70.2,0,0,1,33.3,33.3,100.0,0,0,0,1,3,70.2,0,0,1,100.0,100.0,100.0,0,0,1,1
Quentin Moore,146475,TE,WASHINGTON,1,0,340,67.4,0,0,1,10.0,10.0,100.0,0,0,0,1,10,,0,0,0,0.0,0.0,,0,0,0,2
Xamarion Gordon,146425,S,COAST CAR,1,1,141,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Julien Simon,146423,LB,UCONN,1,0,146,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jeremiah Noga,146338,WR,OREGON ST,12,0,265,62.1,0,0,1,0.3,0.3,100.0,1,0,0,1,333,,0,0,0,0.0,0.0,,0,0,0,124
Nathan Kent,162558,WR,NAVY,13,0,237,62.1,0,0,1,0.8,0.8,100.0,1,0,0,1,126,,0,0,0,0.0,0.0,,0,0,0,14
Otto Tia,146224,WR,UTAH ST,12,0,329,63.8,0,0,0,0.0,0.2,,0,0,0,1,433,,0,0,0,0.0,0.0,,0,0,0,85
Shane Reynolds,162579,FB,NAVY,4,0,237,67.7,0,0,1,25.0,25.0,100.0,0,0,0,1,4,,0,0,0,,,,0,0,0,0
Johnathan Baldwin,146214,CB,UNLV,1,0,325,63.8,0,0,1,100.0,100.0,100.0,3,0,0,1,1,,0,0,0,,,,0,0,0,0
Anthony Rosas,146196,G,UNLV,1,0,325,67.3,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Josh Benton,162639,HB,E CAROLINA,1,0,156,70.8,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Matt Ragan,162672,TE,BOSTON COL,1,0,121,66.8,0,0,1,16.7,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,3
Ise Matautia,146116,G,ARIZONA,1,0,109,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Kyle Louis,162770,LB,PITTSBURGH,1,0,268,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
CJ Stokes,162827,HB,CHARLOTTE,3,0,136,70.0,0,0,1,12.5,10.0,100.0,0,0,0,1,10,,0,0,0,0.0,0.0,,0,0,0,4
Dylan Parrott,162834,DI,NEBRASKA,1,0,238,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Deuce McGuire,162846,T,NWESTERN,1,0,256,65.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Peyton Warford,162856,LS,STANFORD,1,0,300,60.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,60.9,0,0,1,100.0,100.0,100.0,0,0,1,1
Mason Hutton,145993,LS,BOISE ST,1,0,120,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Kadinn Morris,145931,TE,W MICHIGAN,7,0,347,67.4,0,0,1,5.3,4.8,100.0,0,0,0,1,21,,0,0,0,0.0,0.0,,0,0,0,5
Sieh Bangura,145886,HB,MINNESOTA,1,0,225,70.0,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0
Nate Jones,162959,WR,LA TECH,5,0,208,61.0,0,0,1,4.8,4.8,100.0,0,0,0,1,21,,0,0,0,0.0,0.0,,0,0,0,11
Isaac Hatfield,145834,LS,N ILLINOIS,2,0,254,67.6,0,0,0,,50.0,,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Corban Hondru,145803,LB,MIAMI OH,1,0,221,63.8,0,0,1,100.0,100.0,100.0,2,0,0,1,1,,0,0,0,,,,0,0,0,0
Hosea Wheeler,163058,DI,W KENTUCKY,1,0,346,67.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Oscar McWood,145800,LB,MIAMI OH,1,0,221,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Quentavius Scandrett,145764,S,E MICHIGAN,1,0,160,60.5,0,0,1,100.0,100.0,100.0,2,0,0,1,1,,0,0,0,,,,0,0,0,0
Zach Mowchan,145751,LB,E MICHIGAN,1,0,160,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Dakota Cochran,145721,LB,C MICHIGAN,1,0,134,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jayden Childers,163159,ED,W MICHIGAN,1,0,347,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Will Gerig,163161,TE,W MICHIGAN,1,0,347,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Casey Larkin,163198,S,ARMY,1,0,114,60.5,0,0,1,100.0,100.0,100.0,3,0,0,1,1,,0,0,0,,,,0,0,0,0
Gavin Shields,163219,S,ARMY,1,0,114,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Noah Short,163220,WR,ARMY,14,0,114,63.0,0,0,1,1.1,1.0,100.0,0,0,0,1,99,,0,0,0,0.0,0.0,,0,0,0,30
Andon Thomas,163225,LB,ARMY,1,1,114,60.5,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Blazen Lono-Wong,163270,DI,ARIZONA ST,2,0,110,63.8,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
Ben Pratt,145716,LS,C MICHIGAN,1,0,134,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jonah Pace,145712,DI,C MICHIGAN,1,0,134,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Lawai'a Brown,145704,LB,C MICHIGAN,1,0,134,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
George Carlson,145641,LS,BOWL GREEN,1,0,122,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Mason Jacobsen,163377,ED,BOISE ST,1,0,120,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Oran Singleton Jr.,145589,WR,E MICHIGAN,12,0,160,62.1,0,0,1,0.2,0.2,100.0,0,0,0,1,433,,0,0,0,0.0,0.0,,0,0,0,190
Robert Briggs,163425,HB,UTAH ST,1,0,329,70.0,0,0,1,4.3,4.2,100.0,1,0,0,1,24,,0,0,0,0.0,0.0,,0,0,0,8
Adam Pond,163439,T,UTAH ST,1,0,329,63.9,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Fred Farrier II,145441,WR,KENTUCKY,12,0,202,61.9,0,0,0,0.0,0.6,,0,0,0,1,160,,0,0,0,0.0,0.0,,0,0,0,73
Adameon Botley,163498,T,LA MONROE,1,0,209,65.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Drew Hutchinson,163508,C,LA MONROE,1,0,209,68.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jay Jones,145432,S,SO MISS,1,0,296,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jaggar Hebeisen,145401,TE,RICE,1,0,275,64.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Davis Dalton,163558,WR,SO MISS,12,0,296,63.9,0,0,1,0.4,0.4,100.0,0,0,0,1,273,,0,0,0,0.0,0.0,,0,0,0,85
Cameron Knox,163562,S,SO MISS,1,0,296,60.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Ty Mims,163565,WR,SO MISS,12,0,296,62.1,0,0,1,0.3,0.3,100.0,1,0,0,1,304,,0,0,0,0.0,0.0,,0,0,0,101
Isiah Paige,145348,WR,DOMINION,12,0,263,63.6,0,0,1,0.3,0.3,100.0,1,0,0,1,396,,0,0,0,0.0,0.0,,0,0,0,129
Var'keyes Gumms,145319,TE,ARKANSAS,5,0,111,29.9,0,1,1,5.0,5.0,50.0,0,1,0,1,20,,0,0,0,0.0,0.0,,0,0,0,9
Trace Campbell,163649,QB,UAB,3,0,321,60.9,0,0,1,25.0,25.0,100.0,0,0,0,1,4,,0,0,0,,,,0,0,0,0
Larry Simmons,163666,WR,SO MISS,12,0,296,61.9,0,0,1,0.3,0.3,100.0,1,0,0,1,324,,0,0,0,0.0,0.0,,0,0,0,94
Tanner Johnson,163682,S,MISS STATE,1,0,227,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Brinston Williams,163700,HB,MISS STATE,1,0,227,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Solo Lewis,145250,WR,LA TECH,12,0,208,62.1,0,0,1,0.8,0.7,100.0,0,0,0,1,137,,0,0,0,0.0,0.0,,0,0,0,40
Branson Robinson,163749,HB,GEORGIA,6,0,173,70.0,0,0,1,3.4,3.4,100.0,0,0,0,1,29,70.0,0,0,1,20.0,20.0,100.0,0,0,1,5
Dean Patterson,145224,WR,FIU,12,0,166,61.0,0,0,1,0.3,0.3,100.0,0,0,0,1,373,,0,0,0,0.0,0.0,,0,0,0,89
Ethan Vasko,163817,QB,COAST CAR,12,0,141,62.2,0,0,1,0.3,0.3,100.0,0,0,0,1,317,,0,0,0,0.0,0.0,,0,0,0,98
Colin Page,163855,HB,TEXAS,3,0,311,70.2,0,0,1,20.0,20.0,100.0,0,0,0,1,5,,0,0,0,0.0,0.0,,0,0,0,3
