player_name,school,position,season,qb_ppa_overall,qb_ppa_passing,qb_ppa_standard_downs,qb_ppa_passing_downs,qb_wepa_passing,qb_usage_rate
Anthony Grigsby Jr.,Cal Poly,QB,2025,0.26,0.334,0.093,0.443,,0.203
Michael Valentino,Florida Atlantic,QB,2025,-0.558,-0.558,-0.558,,,0.0017
Drew Mestemaker,North Texas,QB,2025,0.366,0.374,0.268,0.581,,0.9789
Drew Devillier,Rice,QB,2025,-0.112,-0.187,-0.506,0.255,,0.0938
JD Davis II,Alabama A&M,QB,2025,-0.595,-0.833,-0.606,-0.582,,0.0825
Mason Welch,Louisiana Tech,QB,2025,0.028,,0.028,,,0.0
Hunter Watson,Sam Houston,QB,2025,0.05,-0.017,0.096,-0.005,,0.4691
DJ Bailey,Sam Houston,QB,2025,0.435,0.64,0.868,-0.215,,0.0077
Jackson Gutierrez,Navy,QB,2025,0.145,-0.515,0.328,-0.255,,0.0165
Brandon Nunez,Mississippi Valley State,QB,2025,0.074,0.121,-0.018,0.173,,0.3724
Parker Awad,New Mexico State,QB,2025,-0.718,-1.389,-0.608,-0.754,,0.0064
Patrick Grusser,Marist,QB,2025,0.081,0.012,0.257,-0.271,,0.0249
Hunter Najm,Bowling Green,QB,2025,-0.036,-0.107,-0.381,0.233,,0.2349
Preston Clemmer,Kennesaw State,QB,2025,0.383,0.383,0.383,,,0.0
Lucas Scheerhorn,Rice,QB,2025,-0.341,-0.541,-0.359,-0.335,,0.058
Ethan Houck,Liberty,QB,2025,-0.001,-0.421,-0.231,0.368,,0.0191
Jason Wright,Buffalo,QB,2025,-0.069,-0.654,-0.044,-0.216,,0.0
Nolan Good,Kent State,QB,2025,-0.404,-0.101,-0.486,-0.321,,0.0342
Quentin Hayes,The Citadel,QB,2025,0.185,0.295,0.127,0.301,,0.5935
Josh Johnson,Air Force,QB,2025,0.281,0.475,0.192,0.434,,0.1718
Maguire Martin,Air Force,QB,2025,1.0,,1.0,,,0.0
Jackson Akins,Cal Poly,QB,2025,-0.101,-0.091,-0.175,0.051,,0.104
Rocco Koch,Idaho,QB,2025,0.085,-0.513,0.083,0.091,,0.0205
Battle Alberson,Chattanooga,QB,2025,0.24,0.171,0.078,0.46,,0.2651
Baylor Hayes,Tulsa,QB,2025,0.046,0.05,-0.07,0.256,,0.7764
Trey Hedden,Furman,QB,2025,0.196,0.202,0.048,0.427,,0.9722
Whitt Newbauer,Oklahoma,QB,2025,-0.084,-0.691,-0.128,-0.026,,0.0093
Jared Echols,Charleston Southern,QB,2025,0.221,0.435,0.643,-0.202,,0.0063
Jarrin Alley,Butler,QB,2025,0.232,0.174,0.217,0.247,,0.1713
Gabe Passini,Butler,QB,2025,0.118,0.22,0.178,-0.053,,0.1189
Casey Bullock,Davidson,QB,2025,-0.239,-0.226,-0.022,-0.545,,0.1061
Bronson Barben,Utah Tech,QB,2025,0.134,0.136,-0.036,0.357,,0.7164
Will Currid,Brown,QB,2025,-0.156,0.043,-1.043,0.907,,0.0214
Liam Poronsky,Dayton,QB,2025,0.19,0.218,0.288,0.104,,0.1661
Braden Streeter,Delaware,QB,2025,0.175,0.208,-0.038,0.601,,0.0351
Landen Clark,Elon,QB,2025,0.239,0.23,0.103,0.426,,0.9295
Caleb Sanchez,Columbia,QB,2025,0.139,0.155,-0.005,0.294,,0.2338
Luke Flowers,Montana,QB,2025,1.239,1.239,-0.959,1.678,,0.0121
Connor Wolf,Eastern Illinois,QB,2025,0.071,0.085,0.131,,,0.4868
JoJo Crump,VMI,QB,2025,-0.544,-0.718,-0.642,-0.152,,0.0082
Ty Pennington,Northern Arizona,QB,2025,0.31,0.331,0.301,0.324,,0.9669
Lathan Boone,Northern Arizona,QB,2025,0.176,-0.115,0.098,0.298,,0.0276
Ben Mauney,Gardner-Webb,QB,2025,0.719,,,0.719,,0.0
Aleks Sitkowski,Colgate,QB,2025,-0.676,-0.676,-0.686,-0.63,,0.0248
Tripp Holley,Fordham,QB,2025,-0.237,,,-0.237,,0.0
Eric Handley,Alabama A&M,QB,2025,0.139,0.167,-0.017,0.329,,0.5825
Pops Battle,Lindenwood,QB,2025,-0.153,-0.274,0.088,-1.357,,0.0088
Jack Snyder,Sacred Heart,QB,2025,0.346,0.331,0.059,0.748,,0.8821
Jack Johnson,Georgetown,QB,2025,-0.259,-0.32,-0.338,-0.159,,0.1175
Johnny Weber,Southeast Missouri State,QB,2025,0.183,0.2,-0.024,0.395,,0.3809
Jason Penza,Lafayette,QB,2025,-0.062,0.037,-0.138,0.101,,0.0223
Jordan Barton,Wagner,QB,2025,0.059,0.061,-0.228,0.325,,0.3603
Hayden Johnson,Lehigh,QB,2025,0.402,0.45,0.292,0.547,,0.9894
Matt Machalik,Lehigh,QB,2025,0.094,-0.075,0.274,-0.534,,0.0106
Chase Spellman,Drake,QB,2025,0.415,0.442,0.528,0.293,,0.2393
Caden Pinnick,UC Davis,QB,2025,0.402,0.412,0.299,0.633,,0.8824
Lucas Powell,Lamar,QB,2025,-0.373,-0.177,-0.187,-0.558,,0.0098
Ryan Jackson,St. Thomas (MN),QB,2025,0.194,0.171,0.059,0.344,,0.0752
Brennan Myer,Bryant,QB,2025,0.194,0.183,0.135,0.279,,0.4627
Antwon McKay Jr.,Western Illinois,QB,2025,-0.2,,-0.324,-0.075,,0.0023
Tanner Zolnosky,Western Illinois,QB,2025,-0.309,,-0.309,,,0.0
Alex Flores,McNeese,QB,2025,-0.051,-0.066,0.265,-0.587,,0.0642
Devin Lippold,McNeese,QB,2025,0.187,-0.118,0.2,0.151,,0.0856
Kael Alexander,Stetson,QB,2025,0.021,0.084,-0.181,0.201,,0.4466
Gunner Chenier,Stetson,QB,2025,0.035,-0.094,-0.004,0.089,,0.1392
Brenton Toles III,Hampton,QB,2025,-0.535,-0.677,-0.988,-0.081,,0.0106
Khaioz Watford,Hampton,QB,2025,0.283,0.283,0.614,-0.047,,0.0
Marcus Brown,Valparaiso,QB,2025,-0.164,-0.738,-0.592,0.265,,0.0104
Abram Johnston,Northwestern State,QB,2025,-0.081,-0.102,-0.151,0.008,,0.7978
Jagger Matera,Monmouth,QB,2025,-1.845,-1.845,,-1.845,,0.0024
Frankie Weaver,Monmouth,QB,2025,0.38,0.398,0.225,0.729,,0.3658
Braxton Thomas,North Carolina A&T,QB,2025,0.499,0.918,0.174,0.825,,0.0439
Alex McClelland,Rhode Island,QB,2025,0.407,,0.166,1.373,,0.0
DJ Gordon,Harvard,QB,2025,0.187,0.233,0.058,0.783,,0.0
Quinn Boyd,Stony Brook,QB,2025,0.102,0.107,0.001,0.337,,0.521
Winston Watkins,Towson,QB,2025,0.111,0.938,0.31,-1.02,,0.0112
Derrick Gurley,William & Mary,QB,2025,-0.608,-0.608,-0.608,,,0.0029
Joey Tomasso,William & Mary,QB,2025,-0.773,-0.773,0.545,-2.091,,0.0029
James Hayes,Alabama State,QB,2025,0.616,0.616,0.502,0.73,,0.024
Logan Kushner,Duquesne,QB,2025,0.283,0.374,0.242,0.335,,0.0635
Mikal Davis,Delaware State,QB,2025,-0.49,,-0.49,,,0.0
Jake Wolfe,Robert Morris,QB,2025,0.086,0.021,0.004,0.174,,0.1042
Payton Wehner,St. Francis (PA),QB,2025,0.531,0.727,-0.3,1.029,,0.0
Jack Stevens,Wagner,QB,2025,-0.075,-0.219,-0.119,-0.006,,0.4656
Parker Stofa,Jackson State,QB,2025,-0.482,-1.277,0.374,-1.338,,0.0532
Kobe Muasau,Morgan State,QB,2025,0.253,0.223,0.056,0.424,,0.4239
Parker Lancaster,Norfolk State,QB,2025,-0.194,-0.007,0.717,-0.65,,0.0193
Alex Gevaudan,Mercyhurst,QB,2025,-0.013,-0.013,-0.237,0.212,,0.0925
Adam Urena,Mercyhurst,QB,2025,0.137,0.157,-0.052,0.362,,0.8978
Cameron Peters,Prairie View A&M,QB,2025,0.406,0.462,0.201,0.71,,0.728
Beckham Pellant,Illinois State,QB,2025,-0.104,-0.098,-0.206,-0.022,,0.0404
Brock Riddle,Indiana State,QB,2025,0.088,0.075,-0.033,0.217,,0.1879
Jake Curry,Southern Illinois,QB,2025,-0.329,-0.371,-0.263,-0.438,,0.0248
ET Harris,Southern Illinois,QB,2025,0.211,,0.211,,,0.0
Jack Henry,South Dakota State,QB,2025,0.098,0.09,-0.01,0.256,,0.2649
Baxter Wright,Murray State,QB,2025,0.119,0.146,0.013,0.321,,0.2396
Jack Sulik,North Dakota,QB,2025,-0.032,-0.018,0.958,-0.527,,0.0074
Nick Poulos,Ohio,QB,2025,0.26,-0.148,0.228,0.325,,0.0257
James Laubstein,New Mexico,QB,2025,0.295,0.349,0.34,0.143,,0.0486
David Parsons,Morehead State,QB,2025,0.424,0.424,-0.174,1.021,,0.0276
Landon Holcomb,Arkansas-Pine Bluff,QB,2025,-0.394,,-0.703,-0.084,,0.0
DJ Stevenson,Arkansas-Pine Bluff,QB,2025,0.18,0.285,0.055,0.384,,0.0606
Cobey Thompkins,The Citadel,QB,2025,0.138,0.194,0.072,0.227,,0.3613
Cooper Tankersley,The Citadel,QB,2025,-0.255,-0.074,-0.319,-0.191,,0.0258
Ron Peace,East Texas A&M,QB,2025,0.317,0.325,0.068,0.696,,0.4087
Will Madonna,East Texas A&M,QB,2025,-0.614,-0.597,-0.605,-0.626,,0.0505
Karson Siqueiros-Lasky,Pennsylvania,QB,2025,0.484,0.484,0.751,-0.048,,0.0063
Isaac Lee,Western Carolina,QB,2025,0.103,0.011,-0.039,0.275,,0.1069
Max Holtzclaw,Presbyterian,QB,2025,0.084,0.184,0.481,-0.313,,0.012
Jonathan Palmer,Tennessee State,QB,2025,-0.083,-0.038,0.019,-0.167,,0.2587
Vinson Berry,Norfolk State,QB,2025,-0.012,-0.031,0.173,-0.296,,0.1515
Raymond Moore III,Morgan State,QB,2025,0.094,-0.117,0.022,0.162,,0.5109
KJ Cooper,Texas Southern,QB,2025,0.133,0.084,-0.01,0.296,,0.9104
Josh Brown,Mississippi Valley State,QB,2025,0.133,0.171,-0.096,0.392,,0.607
Kareem Keye,Alabama State,QB,2025,1.152,1.152,0.399,2.658,,0.0
Liam Szarka,Air Force,QB,2025,0.388,0.595,0.34,0.479,,0.7362
Noah Gillon,App State,QB,2025,-0.34,-0.316,-0.661,-0.019,,0.0768
Patrick Crayton Jr.,Rice,QB,2025,-0.44,-0.41,0.066,-0.903,,0.067
John Gazzaniga,Alabama,QB,2025,-0.296,,-0.296,,,0.0
Godspower Nwawuihe,Army,QB,2025,0.037,,0.037,,,0.0
Mason Phillips,Tennessee,QB,2025,0.557,,,0.557,,0.0
Byrd Ficklin,Utah,QB,2025,0.538,0.851,0.505,0.904,,0.0943
Luke Weaver,Hawai'i,QB,2025,0.122,0.063,0.017,0.286,,0.1944
Marcus Beamon,Central Michigan,QB,2025,-0.025,-0.494,0.155,-0.768,,0.0159
Tramell Jones Jr.,Florida,QB,2025,0.011,0.085,0.143,-0.226,,0.0941
Ryan Huff,Old Dominion,QB,2025,-0.316,-0.316,-0.316,,,0.003
Brady Hart,Texas A&M,QB,2025,0.047,0.037,-0.05,0.183,,0.0246
Brady Jones,Western Michigan,QB,2025,-0.18,-0.201,-0.38,0.026,,0.1316
Trey Kukuk,Louisiana Tech,QB,2025,0.149,0.084,0.12,0.193,,0.3408
Stanley Anderson-Lofton,Middle Tennessee,QB,2025,-0.071,-0.851,-1.381,1.239,,0.002
Deuce Bailey,Missouri State,QB,2025,0.195,0.165,0.009,0.512,,0.1085
Tama Amisone,San José State,QB,2025,0.057,-0.055,0.07,0.03,,0.1029
Landon Sims,Wyoming,QB,2025,0.361,0.305,-0.123,1.425,,0.0209
Joseph Filardi,Syracuse,QB,2025,-0.023,-0.11,-0.17,0.107,,0.1593
Kaden Rolfsness,Eastern Washington,QB,2025,0.053,0.141,-0.095,0.262,,0.0956
Lek Powell,Charleston Southern,QB,2025,0.271,0.233,-0.816,0.94,,0.0376
Sawyer Teeney,Idaho,QB,2025,-0.195,-0.278,-0.146,-0.373,,0.0468
Cooper Panteck,Robert Morris,QB,2025,-0.026,-0.035,-0.262,0.252,,0.3094
Deven Sisler,Stonehill,QB,2025,0.3,-0.068,-0.54,0.93,,0.0062
Nicholas Penuvchev,Bucknell,QB,2025,0.101,0.101,0.064,0.124,,0.1012
Luke Pennington,Dayton,QB,2025,-0.968,0.739,-0.968,,,0.0102
Logan Inagawa,Drake,QB,2025,0.198,0.236,0.119,0.314,,0.7137
Byron McNair,Tennessee State,QB,2025,0.137,0.168,-0.084,0.339,,0.7093
Treynor Cleeland,UC Davis,QB,2025,0.359,0.359,-0.482,2.881,,0.0102
Will O'Dell,Marist,QB,2025,0.119,0.181,0.035,0.235,,0.2078
Jared Lockhart,Jackson State,QB,2025,0.298,0.353,0.178,0.431,,0.3972
Xander Eschelman,Columbia,QB,2025,-0.701,-1.133,-0.942,-0.124,,0.0031
Dominic Campanile,Holy Cross,QB,2025,0.057,0.051,-0.149,0.222,,0.2708
Jalen Ferguson,Campbell,QB,2025,-0.038,-0.006,-0.257,0.263,,0.0406
Cason Carswell,Western Illinois,QB,2025,0.152,0.164,0.063,0.287,,0.7074
Finley Polk,Gardner-Webb,QB,2025,0.324,,,0.324,,0.0
Derek Morgan,Lehigh,QB,2025,-0.202,,-0.202,,,0.0
Brady Ford,Eastern Illinois,QB,2025,0.023,0.023,-1.446,1.493,,0.0199
DJ Smith,Mercer,QB,2025,0.082,0.059,-0.068,0.306,,0.0839
Achilles Ringo,Alcorn State,QB,2025,-0.485,-0.485,-0.485,,,0.003
Hayden Fletcher,Northern Arizona,QB,2025,0.828,2.128,-0.472,2.128,,0.0028
Eric Gibson Jr.,Northern Colorado,QB,2025,0.302,0.376,0.125,0.604,,0.8875
Jy Walls,North Carolina A&T,QB,2025,0.002,0.547,0.379,-0.376,,0.0135
Nelson Layne,North Carolina A&T,QB,2025,0.042,-0.468,-0.183,0.273,,0.1216
Terrell Russell,Howard,QB,2025,1.203,1.429,0.525,1.429,,0.0133
Frankie Williams,UAlbany,QB,2025,-0.007,,,-0.007,,0.0
Kaleb Bailey,Murray State,QB,2025,-0.124,-0.915,-0.233,0.402,,0.0339
Reilly Garcia,Houston Christian,QB,2025,-0.119,0.032,-0.07,-0.16,,0.0727
Trey Blakeney,Austin Peay,QB,2025,-0.066,,,-0.066,,0.0
Andrew Indorf,Towson,QB,2025,0.213,0.25,0.167,0.288,,0.882
Jett Peddy,Florida A&M,QB,2025,-0.104,-0.108,-0.372,0.102,,0.1366
Jackson Byrd,East Tennessee State,QB,2025,0.545,0.508,0.103,1.282,,0.0269
Jordan Martin-Durham,Western Carolina,QB,2025,-4.214,,-4.214,,,0.0
Jayden Whitaker,Wofford,QB,2025,-0.041,-0.053,0.001,-0.07,,0.2274
Xavier Hill,The Citadel,QB,2025,-0.537,-0.537,,-0.537,,0.0
Eli Anderson,Northwestern State,QB,2025,0.002,0.071,0.033,-0.043,,0.1948
Nana Utsey,VMI,QB,2025,0.022,-0.131,-0.02,0.086,,0.1117
Ian Reynolds,VMI,QB,2025,-0.209,-0.347,,-0.209,,0.0027
Benjamin Newman,Wagner,QB,2025,-1.289,-1.189,-1.032,-1.546,,0.0121
Josiah Bushnell,Morgan State,QB,2025,-0.035,,0.159,-0.713,,0.0
Eli Friend,Princeton,QB,2025,-0.316,,-0.316,,,0.0
Bryson Broadway,Stephen F. Austin,QB,2025,0.271,0.487,0.318,0.223,,0.0157
Myles Lopez,Stephen F. Austin,QB,2025,-1.555,-1.555,,-1.555,,0.0045
JT Kitna,Stephen F. Austin,QB,2025,0.776,0.693,0.029,2.644,,0.0112
Christian Peters,Arkansas-Pine Bluff,QB,2025,0.014,-0.018,-0.135,0.233,,0.8758
Garrison Davis,Arkansas-Pine Bluff,QB,2025,0.036,-0.262,-0.051,0.36,,0.0606
Jake Hamilton,St. Francis (PA),QB,2025,0.017,-0.261,0.012,0.023,,0.0363
Kingston Tisdell,Weber State,QB,2025,-0.021,-0.008,-0.073,0.037,,0.2229
