player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Solomon Brown,97386,S,BUFFALO,13,8,12.6,54.8,98.5,26.8,14.7,0,0,8,25.8,126,80.6,77.3,57.1,56.2,71.1,71.7,1,41,14.0,6,5,1,85.7,17,475,482,6,29,31,2,222,85,0.5,13.1
Trevon Booker,97468,CB,CHARLOTTE,9,1,15.2,56.0,100.0,11.3,6.3,0,0,6,24.0,136,60.4,59.9,17.7,,61.7,30.6,0,44,9.1,1,5,2,80.9,14,168,168,4,9,25,0,193,46,1.2,13.8
Keonte Glinton,97470,CB,NEW MEX ST,12,5,14.5,60.8,100.0,11.3,6.9,0,0,6,11.8,242,69.9,69.8,85.4,,64.9,76.2,1,52,10.8,4,2,1,103.7,31,371,371,7,28,51,3,484,113,1.4,15.6
Roderick Roberson,97471,S,LA TECH,9,0,12.0,50.0,95.3,26.7,13.3,0,0,1,16.7,208,63.2,56.8,4.7,57.9,52.3,66.9,0,22,20.0,1,1,1,73.6,3,82,86,0,4,6,0,43,18,0.5,14.3
Kerry Martin Jr.,97473,S,NC STATE,6,2,7.0,75.0,95.2,18.3,13.8,0,1,1,25.0,248,64.1,65.9,79.1,58.3,68.5,73.9,0,11,0.0,0,1,0,82.3,3,60,63,1,2,4,0,17,7,0.3,5.7
Cameron Williams,97475,S,GA SOUTHRN,10,3,7.9,90.9,91.2,11.3,10.3,0,0,1,9.1,174,60.1,57.5,9.1,55.5,57.0,54.8,0,23,14.3,2,1,2,144.5,10,124,136,4,9,11,2,101,44,0.9,10.1
Dallas Gamble,97483,CB,S ALABAMA,8,0,13.0,40.0,100.0,9.3,3.7,0,0,2,20.0,288,61.4,62.2,78.5,,62.9,64.3,0,26,0.0,0,1,0,95.4,4,39,39,0,4,10,1,64,8,1.7,16.0
Dean Clark,97495,S,FRESNO ST,12,3,11.3,52.8,95.2,24.5,12.9,0,1,7,19.4,169,69.6,71.4,24.7,69.1,75.8,74.7,1,78,13.3,4,4,2,81.3,19,499,524,5,23,36,1,324,172,0.7,17.1
Dane Motley,97497,LB,ARK STATE,12,1,3.2,85.7,84.2,6.3,5.4,0,0,1,7.1,113,39.8,42.4,80.6,59.5,45.6,52.2,0,23,0.0,0,0,0,139.3,12,80,95,2,3,14,2,111,71,1.5,9.3
Caleb Tate,97499,LB,BUFFALO,2,0,,,50.0,,,0,0,0,,126,60.0,58.1,72.1,60.0,58.1,72.2,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Jaden Voisin,97506,S,S ALABAMA,13,4,11.2,61.8,97.7,21.0,13.0,0,0,5,14.7,288,87.1,81.1,57.7,79.0,70.8,68.3,5,30,10.5,4,4,2,52.5,21,460,471,12,30,34,1,234,86,0.5,11.1
Marvae Myers,97517,CB,MIDDLE TN,12,2,13.8,65.3,100.0,9.6,6.3,0,0,5,10.2,224,60.4,62.7,85.7,,69.6,43.4,1,38,28.2,11,4,0,114.8,32,314,314,1,26,49,4,466,150,1.5,14.6
Malik Dixon-Williams,97520,S,UCONN,11,11,10.1,54.8,97.4,18.8,10.3,0,0,3,9.7,146,68.4,67.2,39.6,46.8,68.8,71.7,3,34,10.8,4,2,1,54.2,17,335,344,4,22,31,2,182,84,0.6,10.7
Malachi Langley,97532,LB,FRESNO ST,13,5,6.5,63.6,86.9,34.9,22.2,0,0,0,0.0,169,68.4,71.2,49.9,64.7,70.6,90.9,0,21,5.9,1,0,1,79.0,7,265,305,7,11,11,0,63,23,0.3,9.0
Quincy Riley,97539,CB,LOUISVILLE,10,2,12.4,47.7,98.2,10.2,4.8,0,0,12,18.5,210,65.1,62.4,85.2,66.1,40.2,39.9,2,55,18.8,6,9,2,73.0,31,336,342,5,24,65,3,446,176,1.4,14.4
Chad Stephens,97541,ED,E CAROLINA,13,0,11.0,100.0,3.1,6.0,6.0,1,0,0,0.0,156,65.1,66.7,46.8,64.0,66.9,55.6,0,11,37.5,3,0,3,112.5,1,7,228,3,5,1,0,11,0,1.8,11.0
Jett Elad,97543,S,UNLV,14,6,9.2,59.5,96.0,17.2,10.3,1,0,7,16.7,325,82.0,76.0,0.0,85.6,64.4,65.4,1,28,11.5,6,6,6,91.5,25,453,472,15,40,42,3,261,100,0.6,10.4
Jackson Barrow,97545,LB,TOLEDO,13,3,4.0,91.7,88.2,16.7,15.3,0,0,1,4.2,316,64.8,66.3,86.2,64.5,64.5,74.0,0,25,5.0,1,1,2,137.5,22,383,434,9,16,24,4,180,109,0.5,8.2
Dorian Jones,97546,LB,VIRGINIA,7,0,3.2,100.0,90.1,7.8,7.8,0,0,1,8.3,335,52.1,63.4,80.1,67.1,74.2,39.7,0,25,27.3,3,1,0,136.8,12,100,111,3,8,12,1,122,84,1.3,10.2
Thomas Gore,97560,DI,GA TECH,13,0,,,0.5,,,0,0,0,,176,64.4,74.2,83.2,63.4,76.8,61.8,0,,0.0,0,0,0,0.0,0,1,199,2,3,0,0,0,0,0.0,
Marcus Fuqua,97563,S,BUFFALO,13,3,10.2,55.6,97.3,31.6,17.6,0,0,3,16.7,126,75.7,75.2,87.6,53.5,73.0,78.8,1,47,10.0,2,3,1,78.9,10,329,338,6,15,18,1,152,81,0.5,15.2
Jeff Clark,97566,DI,ARIZONA ST,13,2,,,1.1,,,0,0,0,,110,55.2,57.5,47.1,63.0,56.2,45.9,0,,60.0,3,0,2,0.0,0,3,281,0,0,0,0,0,0,0.0,
Javon Denis,97572,DI,MEMPHIS,13,1,,,0.3,,,0,0,0,,218,63.5,70.6,67.6,59.6,77.5,63.7,0,,0.0,0,0,1,0.0,0,1,315,2,1,0,0,0,0,0.0,
Damari Roberson,97609,S,W MICHIGAN,13,6,7.5,75.8,90.6,9.4,7.1,0,1,3,9.1,347,67.1,68.0,61.6,49.5,73.2,91.2,0,31,0.0,0,3,2,109.3,25,251,277,4,21,33,1,269,167,1.1,10.8
Terry Jones,97675,CB,INDIANA,13,4,5.0,65.0,81.4,13.9,9.1,0,0,2,10.0,190,67.5,71.2,88.2,55.4,87.1,64.0,0,33,23.5,4,2,1,80.8,13,193,237,4,9,20,0,118,66,0.7,9.1
Trey Rucker,97684,S,OKLA STATE,11,4,10.0,66.7,94.2,14.8,9.8,0,0,0,0.0,262,54.3,59.6,46.1,65.6,66.9,70.1,2,43,14.3,5,0,2,106.7,20,308,327,7,26,30,4,268,107,0.9,13.4
Mehki Miller,97686,S,CINCINNATI,6,0,12.4,100.0,100.0,8.0,8.0,0,0,0,0.0,138,51.7,59.1,78.2,,77.8,64.3,0,38,25.0,2,0,0,158.3,7,60,60,2,6,7,1,138,51,2.5,19.7
Nalu Emerson,97701,LB,HAWAII,12,1,5.8,76.9,87.8,15.5,11.9,0,1,1,7.7,180,58.0,58.4,0.0,61.6,62.0,50.3,1,19,27.3,3,1,2,61.7,10,166,189,6,7,13,0,86,50,0.6,8.6
M.J. Griffin,97703,S,LOUISVILLE,13,5,6.8,90.9,99.8,20.3,18.5,0,0,1,4.5,210,62.8,68.9,86.8,68.5,78.9,79.9,0,59,11.1,4,1,0,150.9,20,428,429,3,27,22,4,236,119,0.6,11.8
Matt Salopek,97704,LB,MIAMI OH,14,7,4.6,58.5,93.4,19.8,11.6,0,1,3,7.3,221,91.3,86.3,62.6,66.9,76.3,74.6,3,15,8.1,3,3,2,44.5,24,498,533,13,27,41,1,157,86,0.3,6.5
Dylan Downing,97715,LB,KANSAS,2,0,,,100.0,,,0,0,0,,198,62.8,83.3,68.2,,83.6,78.3,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Jalen Davis,97720,LB,MIDDLE TN,12,3,4.1,76.9,92.2,8.2,6.3,0,0,1,3.8,224,31.3,39.3,33.0,71.1,49.0,54.4,0,23,15.8,3,1,1,98.7,20,166,180,4,13,26,0,203,153,1.2,10.2
Wesley Walker,97725,S,MICHIGAN,11,4,9.3,70.0,96.0,13.1,9.2,0,1,1,5.0,222,57.8,62.3,84.0,52.6,72.4,79.5,1,26,6.7,1,0,0,69.6,14,190,198,1,10,20,0,144,39,0.8,10.3
Dorian Hopkins,97730,LB,UTEP,12,5,9.0,66.7,88.6,17.6,11.8,0,1,1,4.8,330,44.4,53.1,83.7,62.1,58.3,62.9,2,61,5.3,1,1,1,97.4,14,265,299,5,13,21,2,240,120,1.0,17.1
Tavian Brown,97747,LB,GA STATE,1,1,-0.5,100.0,83.3,5.0,5.0,0,0,0,0.0,175,51.2,55.7,74.6,80.3,53.4,39.3,0,14,25.0,1,0,0,97.9,2,10,12,1,2,2,0,15,16,1.5,7.5
Raymond Cutts,97777,ED,TROY,12,0,,,2.4,,,0,0,0,,318,55.3,71.1,67.1,67.4,73.1,68.4,0,,50.0,2,0,1,0.0,0,6,248,2,2,0,0,0,0,0.0,
Jamal Morris,97881,LB,HOUSTON,12,3,5.4,82.1,86.4,9.6,7.9,0,0,0,0.0,182,53.6,57.5,14.3,53.1,64.8,76.9,0,28,5.0,1,0,2,122.0,23,236,273,8,16,28,2,212,115,1.0,9.2
Prince Wallace-Bemah,97882,LB,CHARLOTTE,8,1,7.2,69.2,92.1,14.9,10.3,0,0,0,0.0,136,51.3,57.3,82.3,63.1,61.8,54.6,0,41,30.8,4,0,0,135.9,9,140,152,4,8,13,3,114,54,0.9,12.7
Gavin Potter,97883,LB,TULSA,12,1,1.7,78.3,77.4,13.7,10.7,0,0,0,0.0,320,33.7,62.6,52.2,81.2,76.7,49.7,0,78,37.0,10,0,1,121.4,18,260,336,8,16,23,1,222,186,0.9,12.3
Jalen Jackson,97887,CB,MIDDLE TN,4,1,7.6,75.0,98.4,6.6,4.9,0,1,0,0.0,224,60.5,61.5,0.0,59.3,75.8,74.4,0,37,10.0,1,0,1,110.8,9,61,62,2,8,12,0,133,91,2.3,14.8
Dominic Tatum,97888,S,NEW MEXICO,3,1,,,81.3,,,1,0,0,,241,31.2,31.4,72.1,55.9,60.0,37.4,0,,33.3,1,0,1,0.0,0,13,16,0,1,0,0,0,0,0.0,
Jack Kiser,97889,LB,NOTRE DAME,16,7,5.4,66.7,77.8,17.0,11.3,0,0,1,4.8,258,62.9,83.0,54.5,77.8,86.8,90.5,0,27,8.3,2,1,2,101.9,14,256,329,7,15,21,1,143,58,0.6,10.2
David Spaulding,97890,CB,S CAROLINA,5,1,10.0,50.0,100.0,20.5,10.3,0,1,0,0.0,289,59.9,61.9,78.2,,68.7,79.6,0,12,0.0,0,0,1,65.6,2,43,43,0,1,4,0,21,13,0.5,10.5
J'Coryan Anderson,97891,LB,MARSHALL,10,1,0.0,50.0,84.9,27.5,13.8,1,0,0,0.0,214,82.6,83.9,0.0,67.4,85.4,82.6,1,20,0.0,0,0,2,26.0,2,62,73,2,5,4,0,21,13,0.4,10.5
Darius McClendon,97910,S,BOWL GREEN,13,6,6.6,81.8,92.0,19.6,16.0,0,0,1,9.1,122,70.5,68.9,0.0,73.5,66.6,72.9,0,22,13.3,2,1,2,104.5,9,184,200,5,7,11,0,100,52,0.6,11.1
Shammond Cooper,97918,LB,AKRON,2,0,-1.0,50.0,91.3,18.0,9.0,0,0,1,50.0,102,68.7,63.1,77.0,56.8,57.0,51.0,0,12,0.0,0,1,0,68.8,1,21,23,0,2,2,0,12,16,0.7,12.0
Devo Bridges,97935,ED,FRESNO ST,12,4,-1.3,75.0,8.0,11.0,8.3,0,0,0,0.0,169,74.2,78.5,77.1,72.5,76.6,73.0,0,4,20.0,2,0,2,77.1,3,36,449,5,4,4,0,6,11,0.2,2.0
Josh Pearcy,97966,ED,RICE,12,1,0.6,60.0,27.5,26.7,16.0,0,0,1,20.0,275,73.2,70.4,90.0,61.8,69.3,87.2,0,24,0.0,0,0,0,81.3,3,85,309,6,4,5,0,35,38,0.4,11.7
Izeya Floyd,97969,DI,RICE,12,0,,,0.5,,,0,0,0,,275,53.1,62.8,84.9,68.0,58.9,40.7,0,,50.0,1,0,0,0.0,0,1,197,3,1,0,0,0,0,0.0,
Bubba Thomas,97972,DI,S ALABAMA,13,0,,,0.7,,,0,0,0,,288,57.8,64.3,54.6,56.1,70.2,37.3,0,,,0,0,2,0.0,0,2,284,0,0,0,0,0,0,0.0,
Demond Taylor Jr.,97974,DI,N ILLINOIS,13,1,,,1.4,,,0,0,0,,254,58.7,67.8,82.4,56.0,74.2,64.7,0,,50.0,1,0,0,0.0,0,2,148,1,0,0,0,0,0,0.0,
Ricky Samuel,98115,DI,JVILLE ST,14,1,,,2.3,,,0,0,0,,196,40.1,55.2,64.8,54.3,58.9,80.2,0,,0.0,0,0,1,0.0,0,4,175,0,1,0,0,0,0,0.0,
Jahfari Harvey,98118,ED,SMU,14,2,0.8,33.3,9.1,14.5,4.8,1,0,0,0.0,287,59.9,72.1,75.0,72.9,68.0,70.5,0,17,0.0,0,0,1,47.9,2,31,340,8,0,6,0,26,14,0.9,13.0
Jalil Clemons,98119,ED,SO MISS,12,1,-4.0,100.0,8.0,16.0,16.0,1,0,0,0.0,296,63.4,59.3,16.3,70.9,52.8,59.9,0,-2,25.0,1,0,5,79.2,1,17,212,5,2,1,0,-2,2,-0.1,-2.0
Myles Farmer,98122,S,APP STATE,3,2,13.4,60.0,100.0,5.7,3.4,1,0,0,0.0,108,29.9,40.6,75.4,,71.9,85.5,0,41,0.0,0,0,1,143.8,3,19,19,0,1,5,2,67,32,3.9,22.3
Dan Foster Jr.,98123,LB,LOUISVILLE,9,6,3.2,83.3,87.8,11.8,9.8,0,0,1,16.7,210,66.9,75.8,80.2,73.2,77.8,79.2,0,18,11.1,1,1,0,91.7,5,65,74,3,2,6,0,36,22,0.6,7.2
JT Killen,98125,LB,E MICHIGAN,6,2,6.8,90.0,91.1,7.7,6.9,0,0,0,0.0,160,42.6,47.3,80.1,59.5,53.3,43.0,0,41,14.3,2,0,0,143.5,18,153,168,5,10,20,2,209,79,1.5,11.6
Zach Edwards,98131,ED,W KENTUCKY,12,0,6.0,0.0,3.5,,3.0,0,0,1,100.0,346,76.7,69.4,82.5,60.9,68.5,62.1,0,,100.0,2,1,0,39.6,0,3,85,1,0,1,0,0,0,0.0,
Ramon Puryear Jr.,98138,ED,LOUISVILLE,13,1,2.5,100.0,3.8,6.5,6.5,0,0,0,0.0,210,75.5,70.9,88.8,64.7,69.8,68.5,0,59,0.0,0,0,0,118.8,2,13,346,6,4,2,0,61,56,4.7,30.5
Boone Bonnema,98143,LB,W MICHIGAN,11,2,6.9,87.5,82.6,12.4,10.9,0,0,0,0.0,347,47.5,54.6,83.6,55.7,62.3,48.6,0,70,36.4,4,0,0,158.3,7,95,115,1,5,8,1,138,97,1.6,19.7
Brian Ugwu,98145,ED,MIAMI OH,14,0,,,0.6,,,2,0,0,,221,68.0,72.7,5.7,80.7,66.1,34.6,0,,72.7,8,0,8,0.0,0,3,465,9,3,0,0,0,0,0.0,
Mike Kelly,98148,ED,CHARLOTTE,12,0,,,3.8,,,0,0,0,,136,72.3,58.4,88.0,56.4,55.5,54.3,1,,33.3,2,0,0,0.0,0,7,182,1,4,0,0,0,0,0.0,
Ricky Barber,98154,DI,UCF,12,0,,,0.6,,,0,0,0,,323,58.3,70.4,52.4,65.9,73.2,78.7,0,,50.0,1,0,2,0.0,0,2,320,3,1,0,0,0,0,0.0,
Shae Suiaunoa,98159,LB,WYOMING,12,3,6.2,84.0,87.0,15.5,13.0,0,0,1,4.0,351,56.9,72.3,84.2,73.4,79.1,52.7,0,25,31.0,9,1,0,129.8,21,342,393,7,17,25,2,219,111,0.7,10.4
Myron Morrison,98161,LB,RICE,10,3,2.6,81.8,76.1,16.1,13.2,0,0,0,0.0,275,67.4,63.9,35.0,65.8,58.8,75.8,0,13,8.3,1,0,1,83.0,9,153,201,4,8,11,0,43,41,0.3,4.8
Elijah Alston,98162,ED,MIAMI FL,8,0,0.3,66.7,18.8,17.0,11.3,0,1,1,33.3,220,77.3,80.8,88.1,73.4,75.9,62.2,1,20,33.3,2,1,0,61.1,2,34,181,4,4,3,0,31,35,0.9,15.5
Jaylen Pate,98178,ED,NWESTERN,12,0,,,2.8,,,0,0,0,,256,62.5,71.1,85.5,70.8,65.6,50.4,0,,0.0,0,0,0,0.0,0,6,214,2,4,0,0,0,0,0.0,
Dal'mont Gourdine,98189,DI,UCONN,11,1,,,2.6,,,0,0,0,,146,56.4,68.7,49.2,58.5,80.2,47.4,0,,60.0,3,0,2,0.0,0,8,306,2,1,0,0,0,0,0.0,
Steven Parker,98308,ED,TEXAS ST,8,0,,,1.6,,,1,0,1,,314,75.0,76.6,0.0,76.7,77.1,80.6,0,,50.0,1,1,5,0.0,0,3,187,5,1,0,0,0,0,0.0,
Sylvain Yondjouen,98313,ED,GA TECH,13,0,,,2.9,,,0,1,0,,176,68.3,65.8,62.2,58.6,69.7,65.4,0,,42.9,3,0,1,0.0,0,6,206,3,4,0,0,0,0,0.0,
Joshua Harris,98317,DI,N CAROLINA,13,0,,,1.1,,,0,0,0,,245,59.5,58.2,0.0,66.4,59.7,80.3,0,,0.0,0,0,5,0.0,0,2,177,2,1,0,0,0,0,0.0,
Tavion Woodard,98322,ED,BOISE ST,11,0,-2.0,100.0,16.3,8.0,8.0,0,0,0,0.0,120,60.9,72.9,83.1,71.8,69.4,80.5,0,4,,0,0,0,83.3,1,8,49,0,0,1,0,4,6,0.5,4.0
Jared Harrison-Hunte,98331,DI,SMU,14,0,0.0,0.0,0.3,,1.0,1,0,0,0.0,287,70.3,80.9,53.5,79.1,74.1,59.8,1,,33.3,2,0,2,0.0,0,1,376,11,4,1,0,0,0,0.0,
Darius Alexander,98333,DI,TOLEDO,12,0,7.0,0.0,3.0,,10.0,0,0,0,0.0,316,71.8,90.1,54.2,78.0,90.3,53.6,1,,75.0,3,0,2,0.0,0,10,337,4,1,1,0,0,0,0.0,
DeVonne Harris,98341,ED,WYOMING,8,3,,,15.3,,,0,0,0,,351,71.6,81.2,85.0,63.7,85.9,63.8,0,,0.0,0,0,0,0.0,0,21,137,3,1,0,0,0,0,0.0,
R.J. Oben,98342,ED,NOTRE DAME,16,0,-0.5,100.0,4.0,4.0,4.0,1,0,0,0.0,258,50.9,75.0,44.8,77.1,73.9,55.5,0,12,50.0,2,0,2,104.2,2,8,202,2,2,2,0,18,19,2.3,9.0
Da'Jon Terry,98345,DI,OKLAHOMA,13,1,,,0.7,,,0,0,0,,261,56.1,75.1,83.6,57.2,82.5,67.5,0,,50.0,1,0,0,0.0,0,1,145,0,0,0,0,0,0,0.0,
DeShawn Holt,98439,ED,TOLEDO,13,0,5.0,100.0,9.1,31.0,31.0,2,0,1,100.0,316,66.8,67.4,3.0,67.8,70.4,57.4,0,10,16.7,1,1,7,108.3,1,31,340,4,5,1,0,10,5,0.3,10.0
Jason Vaughn,98440,ED,USF,10,1,6.0,50.0,23.9,15.5,7.8,0,0,0,0.0,327,68.5,66.2,86.7,63.2,62.9,74.6,0,7,0.0,0,0,0,56.3,2,33,138,2,3,4,0,11,4,0.4,5.5
Shitta Sillah,98442,ED,PURDUE,12,2,5.0,50.0,35.7,49.0,24.5,0,0,0,0.0,273,59.5,62.9,65.0,60.0,64.5,67.0,0,12,16.7,1,0,1,68.8,1,51,143,2,3,2,0,12,6,0.2,12.0
Seth Coleman,98443,ED,ILLINOIS,11,0,5.8,50.0,29.4,22.3,11.1,0,0,0,0.0,187,62.1,68.4,75.0,71.7,64.2,67.6,0,31,33.3,2,0,1,110.4,4,95,323,4,4,8,1,52,28,0.6,13.0
Nate Clifton,98574,DI,USC,13,1,,,1.3,,,0,0,0,,326,64.4,67.2,61.1,63.9,66.8,72.0,0,,0.0,0,0,1,0.0,0,3,223,1,0,0,0,0,0,0.0,
Fentrell Cypress II,98591,CB,FLORIDA ST,9,1,12.4,52.9,98.7,11.9,6.3,0,0,6,17.6,167,69.3,70.1,85.2,55.5,69.9,87.1,0,43,4.8,1,3,0,98.4,18,225,228,3,19,34,2,266,93,1.2,14.8
Nick Jackson,98640,LB,IOWA,13,7,4.1,76.9,83.3,9.8,7.5,0,0,3,7.7,192,61.7,66.1,88.1,79.7,61.2,75.9,1,22,10.3,3,2,0,79.4,30,304,365,7,19,39,0,224,149,0.8,7.5
Jaydon Hill,98645,CB,TEXAS A&M,12,5,8.6,73.7,95.7,8.9,6.6,0,0,2,5.3,312,52.7,54.2,39.7,74.9,53.9,64.4,0,75,14.3,3,2,2,126.2,28,267,279,3,13,38,2,412,209,1.7,14.7
Jesiah Pierre,98782,LB,UCF,10,4,5.2,77.8,80.6,11.0,8.6,0,0,1,11.1,323,52.0,57.8,79.9,54.4,64.7,77.5,0,18,0.0,0,1,0,110.6,7,79,98,2,4,9,0,95,61,1.2,13.6
Khris Bogle,98783,ED,MICH STATE,12,0,2.0,100.0,13.8,18.0,18.0,1,0,0,0.0,223,63.4,63.2,30.9,61.8,66.1,71.5,0,15,12.5,1,0,3,118.8,2,37,268,4,7,2,0,25,21,0.7,12.5
Lloyd Summerall,98784,ED,JAMES MAD,12,0,,,5.9,,,0,0,0,,197,86.1,62.8,57.6,58.4,54.1,28.0,1,,40.0,2,0,1,0.0,0,10,169,1,3,0,0,0,0,0.0,
Justin Pelic,98809,LB,FLORIDA,1,0,5.0,0.0,100.0,,3.0,0,0,0,0.0,163,61.6,64.8,69.7,,60.3,,0,,,0,0,0,39.6,0,4,4,0,0,1,0,0,0,0.0,
Dylan Lawrence,98829,S,SO MISS,10,3,2.7,90.9,90.1,6.3,5.7,0,0,0,0.0,296,65.0,59.1,86.3,57.5,47.5,45.1,2,69,26.3,5,0,1,108.9,20,136,151,5,11,22,2,263,217,2.1,13.2
Ray'Darious Jones,98835,CB,MISS STATE,1,0,-2.0,100.0,100.0,10.0,10.0,0,0,0,0.0,227,66.3,67.8,73.5,,64.6,76.6,0,8,0.0,0,0,0,100.0,1,10,10,0,1,1,0,8,10,0.8,8.0
Shilo Sanders,98838,S,COLORADO,10,1,13.4,77.8,95.5,43.1,33.6,0,1,2,22.2,143,71.7,68.3,0.0,68.7,67.5,74.4,0,33,15.4,4,1,5,155.8,7,322,337,2,21,9,1,123,23,0.4,17.6
Warren Burrell,98842,CB,GA TECH,11,1,12.3,55.8,100.0,13.2,7.3,0,0,4,9.3,176,79.8,76.3,84.4,,50.8,35.3,1,42,20.8,5,4,1,78.4,24,341,341,5,18,43,2,248,38,0.8,10.3
Kenney Solomon,98848,CB,JVILLE ST,5,0,15.0,50.0,100.0,25.0,12.5,0,0,1,50.0,196,70.1,68.6,77.4,,60.2,58.4,0,14,0.0,0,1,0,72.9,1,26,26,1,2,2,0,14,13,0.6,14.0
Brandon Turnage,98859,CB,OLE MISS,9,2,10.4,81.3,96.9,11.3,9.2,0,0,1,6.3,226,57.5,58.1,9.0,55.1,67.5,80.3,1,31,0.0,0,1,1,101.3,13,157,162,2,11,16,1,153,31,1.0,11.8
DJ Douglas,98860,S,FLORIDA,8,0,9.7,100.0,97.6,15.9,15.9,0,0,0,0.0,163,55.1,51.4,0.3,55.1,50.2,27.4,0,73,45.5,5,0,1,158.3,7,123,126,0,6,7,1,154,86,1.4,22.0
Jalen Catalon,98867,S,UNLV,14,10,14.1,57.4,98.3,18.9,10.9,0,1,2,4.3,325,75.0,76.1,88.6,76.4,71.7,69.3,5,64,11.7,7,2,0,63.4,27,536,545,11,43,47,2,438,134,0.9,16.2
Malik Chavis,98870,S,UNLV,12,1,6.1,57.1,100.0,37.4,21.4,0,0,1,7.1,325,71.1,69.4,85.1,,59.0,69.2,0,15,10.0,2,1,0,72.0,8,314,314,3,17,14,0,75,55,0.3,9.4
Hudson Clark,98871,CB,ARKANSAS,10,3,12.3,55.9,99.6,10.9,6.1,0,0,3,8.8,111,68.0,73.0,84.6,60.0,88.9,62.1,1,70,16.0,4,3,2,79.4,19,223,224,6,18,34,1,271,148,1.3,14.3
Dan Jackson,98883,S,GEORGIA,14,1,7.7,69.7,97.4,16.5,11.5,0,0,2,6.1,173,65.7,59.6,45.3,61.2,47.2,58.1,2,18,20.0,9,2,1,56.3,23,409,420,10,35,33,0,169,82,0.4,7.3
Chris Shearin,98891,S,JAMES MAD,13,2,10.3,68.8,96.6,31.5,21.6,0,0,3,18.8,197,77.2,78.8,87.3,60.9,77.3,75.0,1,65,5.0,1,1,0,97.4,11,364,377,8,17,16,1,166,81,0.5,15.1
Ishmael Az-Zahir,98893,CB,NEW MEXICO,1,0,14.0,100.0,100.0,2.0,2.0,0,0,0,0.0,241,41.7,30.8,70.3,,60.0,74.2,0,37,0.0,0,0,0,118.8,3,6,6,0,1,3,0,54,12,9.0,18.0
Jalen Geiger,98901,S,TULANE,14,1,4.9,78.6,99.5,19.1,15.0,1,0,0,0.0,319,71.5,59.4,26.9,59.7,35.1,75.5,1,15,0.0,0,0,2,56.0,11,221,222,6,11,14,0,64,34,0.3,5.8
Maurice Hampton Jr.,98903,S,VANDERBILT,8,3,5.5,75.0,100.0,23.7,17.8,0,0,1,25.0,333,61.6,66.4,81.4,,74.2,74.4,0,31,25.0,2,1,0,116.7,3,74,74,0,3,4,0,66,49,0.9,22.0
LeDarrius Cox,98905,DI,UAB,11,0,2.0,0.0,1.4,,4.0,0,0,0,0.0,321,60.3,53.5,52.0,63.0,48.1,58.5,0,,0.0,0,0,2,39.6,0,4,296,1,1,1,0,0,0,0.0,
De'Monte Russell,98907,ED,MISS STATE,10,0,,,1.3,,,0,0,0,,227,61.2,67.1,17.8,51.8,80.2,60.9,0,,50.0,1,0,3,0.0,0,2,153,1,1,0,0,0,0,0.0,
Stone Handy,98938,ED,CHARLOTTE,11,0,0.0,100.0,8.9,5.0,5.0,1,0,0,0.0,136,56.9,68.6,0.0,81.2,64.3,76.6,1,15,0.0,0,0,5,72.9,2,10,112,1,1,2,0,22,22,2.2,11.0
Cavon Butler,98951,DI,TOLEDO,13,0,,,0.3,,,0,0,0,,316,59.9,71.9,85.4,71.6,67.8,65.9,0,,66.7,2,0,0,0.0,0,1,298,3,1,0,0,0,0,0.0,
Jahmar Brown,98981,LB,LIBERTY,11,1,4.3,85.7,79.8,14.2,12.1,0,0,1,14.3,206,51.6,66.5,84.5,68.1,73.2,57.3,0,22,25.0,2,1,0,103.6,6,91,114,3,5,7,0,62,45,0.7,10.3
Tarian Lee Jr.,98988,LB,SMU,1,0,,,100.0,,,0,0,0,,287,60.1,53.7,68.0,,54.0,74.3,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Kevin Harris,98999,ED,GA TECH,13,1,5.7,100.0,12.4,8.3,8.3,0,0,0,0.0,176,51.9,50.6,88.1,54.0,48.5,32.4,0,24,25.0,1,0,0,158.3,3,27,218,3,2,3,1,43,26,1.7,14.3
Zach Zimos,99001,LB,LA TECH,13,6,7.5,46.2,66.3,35.7,16.5,0,0,0,0.0,208,58.8,65.6,22.7,59.3,71.0,72.6,0,21,13.3,2,0,2,64.3,6,222,335,7,7,13,0,74,27,0.3,12.3
OC Brothers,99008,LB,UAB,11,0,5.4,83.3,94.6,13.4,11.2,0,1,1,8.3,321,58.7,48.4,83.1,59.7,43.9,38.1,0,24,15.4,2,1,1,103.8,10,140,148,8,11,12,0,107,61,0.8,10.7
