player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Brady Small,171015,C,ARMY,14,0,114,66.0,100.0,261,37.3,261,86.8,1,100.0,699,699,69.5,100.0,200,28.6,200
Lucas Scott,147358,T,ARMY,14,1,114,84.4,100.0,252,37.3,252,88.6,1,100.0,676,676,82.5,100.0,192,28.4,192
Connor Finucane,121569,T,ARMY,14,1,114,81.2,100.0,249,37.1,249,86.5,4,100.0,672,672,82.9,100.0,193,28.7,193
Bill Katsigiannis,147319,G,ARMY,14,0,114,77.6,100.0,252,38.0,252,88.9,0,100.0,663,663,86.8,100.0,188,28.4,188
Paolo Gennarelli,170976,G,ARMY,14,0,114,70.0,100.0,237,36.6,237,81.6,0,100.0,648,648,79.7,100.0,185,28.5,185
Alex Moore,86489,T,AIR FORCE,12,0,101,61.7,100.0,191,30.6,191,73.2,0,100.0,625,625,72.5,100.0,60,9.6,60
Michael McAninch,157906,G,AIR FORCE,12,0,101,61.9,100.0,185,30.6,185,75.2,1,100.0,604,604,58.4,100.0,56,9.3,56
Will O'Steen,125373,T,JVILLE ST,14,0,196,62.7,100.0,172,29.4,172,76.4,0,100.0,585,585,81.6,100.0,380,65.0,380
Cam Jones,101050,T,JVILLE ST,14,0,196,67.7,100.0,167,30.0,167,69.3,0,100.0,556,556,69.9,100.0,357,64.2,357
Bruin Fleischmann,173861,T,AIR FORCE,12,0,101,59.6,100.0,162,29.5,162,62.0,1,100.0,550,550,67.5,100.0,54,9.8,54
Costen Cooley,173854,C,AIR FORCE,12,0,101,51.4,100.0,174,32.0,174,81.1,0,100.0,543,543,66.1,100.0,50,9.2,50
Clay Webb,99076,G,JVILLE ST,14,0,196,68.7,100.0,162,30.4,162,82.7,2,100.0,533,533,84.9,100.0,343,64.4,343
Javan Bouton,144294,T,NAVY,13,0,237,60.4,100.0,237,45.1,237,64.1,2,100.0,525,525,69.3,100.0,100,19.0,100
Brent Self,144344,C,NAVY,13,0,237,62.6,100.0,237,45.1,237,70.5,1,100.0,525,525,56.8,100.0,100,19.0,100
Ben Purvis,162577,G,NAVY,13,0,237,65.9,100.0,237,45.1,237,74.3,0,100.0,525,525,63.1,100.0,100,19.0,100
Connor McMahon,144330,T,NAVY,13,0,237,66.4,100.0,237,45.2,237,78.1,0,100.0,524,524,65.5,100.0,100,19.1,100
Daveion Harley,170423,C,JVILLE ST,14,0,196,65.1,100.0,152,30.0,152,56.8,2,100.0,506,506,54.1,100.0,323,63.8,323
Trevor Brock,171197,G,BUFFALO,13,0,126,50.0,100.0,134,27.3,134,60.7,0,100.0,491,491,65.8,100.0,325,66.2,325
Vincent Murphy,99046,C,TULANE,14,0,319,66.0,100.0,240,49.1,240,76.3,1,100.0,489,489,79.9,100.0,203,41.5,203
Dom Polizzi,97651,C,BUFFALO,13,0,126,64.8,100.0,133,27.3,133,66.7,1,100.0,488,488,68.3,100.0,325,66.6,325
Jack Hasz,145666,C,UNLV,14,0,325,57.8,100.0,280,57.4,280,59.6,0,100.0,488,488,63.3,100.0,159,32.6,159
Tyler Doty,130407,G,BUFFALO,13,0,126,56.3,100.0,134,27.5,134,67.0,1,100.0,487,487,72.8,100.0,321,65.9,321
Olaivavega Ioane,164174,G,PENN STATE,16,0,266,72.3,100.0,234,48.1,234,73.0,1,100.0,486,486,70.6,100.0,220,45.3,220
Tiger Shanks,128371,T,UNLV,14,0,325,69.0,100.0,279,57.6,279,71.9,1,100.0,484,484,69.7,100.0,159,32.9,159
Kage Casey,157197,T,BOISE ST,14,0,120,81.1,100.0,231,48.0,231,76.4,1,100.0,481,481,71.0,100.0,222,46.2,222
Leif Fautanu,101261,C,ARIZONA ST,14,0,110,63.6,100.0,248,51.8,248,67.3,1,100.0,479,479,68.1,100.0,198,41.3,198
Caelan Shepard,98489,T,BUFFALO,13,0,126,56.6,100.0,134,28.0,134,65.1,1,100.0,479,479,69.0,100.0,313,65.3,313
David Crossan,147360,T,ARMY,14,0,114,57.7,100.0,169,35.3,169,73.3,0,100.0,479,479,80.7,100.0,142,29.6,142
Derrick Graham,123703,T,TULANE,14,0,319,67.0,100.0,234,49.0,234,73.9,0,100.0,478,478,74.7,100.0,202,42.3,202
Evan Malcore,158043,T,N ILLINOIS,13,0,254,59.2,100.0,234,49.0,234,62.5,0,100.0,478,478,65.0,100.0,197,41.2,197
Nick Dawkins,129773,C,PENN STATE,16,0,266,62.9,100.0,232,48.6,232,65.4,1,100.0,477,477,66.3,100.0,213,44.7,213
Drew Shelton,164186,T,PENN STATE,16,0,266,52.2,100.0,230,48.4,230,51.9,0,100.0,475,475,57.4,100.0,213,44.8,213
Anton Ambuehl,146200,G,UNLV,14,0,325,60.1,100.0,270,57.1,270,58.7,0,100.0,473,473,54.7,100.0,154,32.6,154
Christophe Atkinson,98064,G,OHIO,14,0,259,72.4,100.0,283,59.8,283,69.6,6,100.0,473,473,60.0,100.0,149,31.5,149
Jalen St. John,123963,T,UNLV,14,0,325,58.2,100.0,269,56.9,269,61.9,1,100.0,473,473,64.7,100.0,156,33.0,156
Rashad Green,123217,T,TULANE,14,0,319,75.1,100.0,232,49.2,232,75.5,1,100.0,472,472,67.7,100.0,197,41.7,197
Dorion Strawn,150063,T,TEXAS ST,13,0,314,71.4,100.0,283,61.0,283,71.8,1,100.0,464,464,68.1,100.0,157,33.8,157
Chayse Todd,97851,C,TEXAS ST,13,0,314,59.7,100.0,282,60.9,282,65.6,2,100.0,463,463,70.8,100.0,157,33.9,157
Aaron Fenimore,174929,C,LIBERTY,12,0,206,71.8,100.0,218,47.2,218,73.8,1,100.0,462,462,72.3,100.0,216,46.8,216
Ben Dooley,101247,G,BOISE ST,14,0,120,71.6,100.0,222,48.1,222,71.6,1,100.0,462,462,66.2,100.0,215,46.5,215
James Dawn II,160282,G,SM HOUSTON,13,0,281,58.7,100.0,207,44.9,207,60.8,0,100.0,461,461,62.9,100.0,211,45.8,211
Ben Coleman,100518,G,ARIZONA ST,14,0,110,55.4,100.0,234,50.8,234,63.1,0,100.0,461,461,70.5,100.0,195,42.3,195
Parker Titsworth,97656,C,OHIO,14,1,259,61.5,100.0,275,59.8,275,57.3,1,100.0,460,460,53.0,100.0,146,31.7,146
Logan Zschernitz,100262,C,N ILLINOIS,13,0,254,70.4,100.0,222,48.5,222,74.4,2,100.0,458,458,72.6,100.0,188,41.0,188
Tomas Rimac,144783,G,W VIRGINIA,13,0,343,64.7,100.0,219,47.8,219,77.3,3,100.0,458,458,82.3,100.0,195,42.6,195
Valentin Senn,100533,T,UCONN,13,1,146,64.9,100.0,111,24.2,111,80.9,2,100.0,458,458,82.9,100.0,322,70.3,322
Christopher Fortin,147384,G,UCONN,13,0,146,61.4,100.0,111,24.4,111,75.4,1,100.0,455,455,79.2,100.0,319,70.1,319
Davion Weatherspoon,145888,T,OHIO,14,2,259,67.2,100.0,271,59.6,271,67.9,2,100.0,455,455,67.3,100.0,145,31.9,145
Max Iheanachor,171881,T,ARIZONA ST,14,0,110,54.0,100.0,232,51.1,232,64.7,0,100.0,454,454,78.1,100.0,191,42.1,191
Jordan Williams,122503,T,GA TECH,13,0,176,60.5,100.0,288,63.7,288,61.0,1,100.0,452,452,56.1,100.0,128,28.3,128
John Champe,130545,G,N ILLINOIS,13,0,254,60.4,100.0,218,48.3,218,76.3,0,100.0,451,451,89.7,100.0,188,41.7,188
Keylan Rutledge,156597,G,GA TECH,13,0,176,58.1,100.0,288,63.9,288,59.9,0,100.0,451,451,63.6,100.0,128,28.4,128
Maddux Madsen,163379,QB,BOISE ST,14,0,120,60.2,99.6,230,51.0,231,60.1,0,94.0,451,480,60.0,97.7,217,48.1,222
PJ Williams,158685,T,SMU,14,0,287,70.0,100.0,161,35.8,161,73.7,2,100.0,450,450,76.0,100.0,258,57.3,258
Hayden Conner,144723,G,TEXAS,16,0,311,61.4,100.0,201,44.7,201,65.9,0,100.0,450,450,66.1,100.0,211,46.9,211
Nick Malone,99421,T,W VIRGINIA,13,0,343,67.6,100.0,214,47.6,214,78.5,0,100.0,450,450,75.9,100.0,193,42.9,193
Weston Franklin,143913,C,GA TECH,13,0,176,62.8,100.0,286,63.7,286,63.7,0,100.0,449,449,66.2,100.0,128,28.5,128
J.J. Lippe,98426,G,N ILLINOIS,13,0,254,62.2,100.0,218,48.6,218,72.2,0,100.0,449,449,78.2,100.0,185,41.2,185
Chase Lundt,98515,T,UCONN,13,0,146,74.8,100.0,108,24.1,108,87.1,0,100.0,448,448,88.2,100.0,315,70.3,315
Hollin Pierce,129899,T,RUTGERS,13,0,278,77.7,100.0,85,19.1,85,83.5,0,100.0,446,446,81.5,100.0,335,75.1,335
Kwabena Asamoah,156503,G,RUTGERS,13,0,278,66.7,100.0,85,19.1,85,67.4,1,100.0,446,446,65.5,100.0,335,75.1,335
Ja'Quay Hubbard,99678,G,W VIRGINIA,13,0,343,52.1,100.0,214,48.1,214,57.9,1,100.0,445,445,64.6,100.0,190,42.7,190
Trey Zuhn III,147019,T,TEXAS A&M,13,0,312,62.5,100.0,226,50.8,226,68.0,1,100.0,445,445,69.5,100.0,199,44.7,199
Gus Zilinskas,145132,C,RUTGERS,13,0,278,69.7,100.0,85,19.1,85,68.5,0,100.0,445,445,66.6,100.0,335,75.3,335
Gunnar Helm,144726,TE,TEXAS,16,0,311,42.9,100.0,199,44.7,199,43.5,2,100.0,445,445,56.5,100.0,209,47.0,209
Marcus Bryant,121917,T,MISSOURI,13,0,229,63.4,100.0,154,34.7,154,75.6,0,100.0,444,444,80.9,100.0,259,58.3,259
Aamil Wagner,156973,T,NOTRE DAME,16,0,258,72.2,100.0,193,43.5,193,78.1,0,100.0,444,444,77.6,100.0,208,46.8,208
Josh Fryar,129746,T,OHIO STATE,16,0,260,62.8,100.0,227,51.2,227,62.7,1,100.0,443,443,61.2,100.0,177,40.0,177
Iapani Laloulu,174128,C,OREGON,14,0,264,66.7,100.0,208,47.1,208,71.1,2,100.0,442,442,67.2,100.0,204,46.2,204
Jordan White,123439,G,LIBERTY,11,0,206,79.3,100.0,208,47.2,208,87.6,1,100.0,441,441,86.8,100.0,206,46.7,206
Josh Priebe,129733,G,MICHIGAN,13,0,222,67.6,100.0,256,58.0,256,62.3,1,100.0,441,441,53.6,100.0,166,37.6,166
Jeremy Jones,98414,T,MARSHALL,13,0,214,50.7,100.0,134,30.5,134,61.8,2,100.0,440,440,68.1,100.0,256,58.2,256
Jake Majors,123123,C,TEXAS,16,0,311,65.5,100.0,202,45.9,202,68.2,1,100.0,440,440,63.8,100.0,203,46.1,203
Shadre Hurst,158418,G,TULANE,14,0,319,78.2,100.0,211,48.1,211,79.3,0,100.0,439,439,73.5,100.0,187,42.6,187
Ajani Cornelius,142968,T,OREGON,14,0,264,71.7,100.0,206,46.9,206,73.8,0,100.0,439,439,69.2,100.0,203,46.2,203
Josh Conerly Jr.,163291,T,OREGON,14,0,264,65.6,100.0,206,47.0,206,72.5,1,99.8,438,439,73.7,99.5,202,46.1,203
Vershon Lee,124246,C,S CAROLINA,13,0,289,68.4,100.0,183,41.8,183,71.4,1,100.0,438,438,68.4,100.0,224,51.1,224
Jarrod Hufford,99440,C,IOWA STATE,14,0,193,56.6,100.0,236,54.0,236,64.4,0,100.0,437,437,68.2,100.0,168,38.4,168
Adrian Medley,98550,G,UCF,12,0,323,63.1,100.0,147,33.6,147,66.1,1,100.0,437,437,63.9,100.0,253,57.9,253
Amari Kight,99064,T,UCF,12,0,323,72.7,100.0,147,33.6,147,75.2,2,100.0,437,437,73.9,100.0,253,57.9,253
Paul Rubelt,123761,T,UCF,12,0,323,57.5,100.0,147,33.6,147,65.5,0,100.0,437,437,69.0,100.0,253,57.9,253
Aaron Karas,163326,T,COLO STATE,13,0,144,56.8,100.0,27,6.2,27,75.3,1,100.0,436,436,74.9,100.0,383,87.8,383
Coleton Price,158567,C,BAYLOR,13,0,118,63.7,100.0,187,42.9,187,69.1,0,100.0,436,436,69.6,100.0,232,53.2,232
Ethan Hagler,139543,C,SM HOUSTON,13,0,281,58.4,100.0,199,45.6,199,60.5,0,100.0,436,436,62.1,100.0,192,44.0,192
Tedi Kushi,108533,T,W MICHIGAN,13,0,347,71.4,100.0,139,32.0,139,72.2,0,100.0,435,435,72.3,100.0,276,63.4,276
Jack Sherwin,98226,T,W MICHIGAN,13,1,347,75.8,100.0,139,32.0,139,84.5,1,100.0,435,435,86.0,100.0,276,63.4,276
AJ Vaipulu,74652,G,NEW MEX ST,12,0,242,62.8,100.0,169,38.9,169,68.6,1,100.0,434,434,68.7,100.0,238,54.8,238
Saveyon Henderson,152603,T,COLO STATE,13,0,144,61.2,100.0,27,6.3,27,62.4,1,100.0,432,432,60.5,100.0,379,87.7,379
Addison West,98272,G,W MICHIGAN,13,0,347,87.2,100.0,138,31.9,138,94.4,1,100.0,432,432,93.3,100.0,275,63.7,275
Tellek Lockette,163512,G,TEXAS ST,13,0,314,60.0,100.0,269,62.4,269,57.8,2,100.0,431,431,53.6,100.0,140,32.5,140
McKenzie Agnello,160062,C,NEW MEXICO,12,0,241,72.9,100.0,255,59.6,255,76.0,2,100.0,428,428,68.3,100.0,148,34.6,148
Richard Pearce,151054,G,NEW MEXICO,12,0,241,67.8,100.0,255,59.6,255,75.1,1,100.0,428,428,76.6,100.0,148,34.6,148
Drew Moss,150351,G,COLO STATE,13,0,144,63.0,100.0,26,6.1,26,92.6,5,100.0,428,428,92.5,100.0,376,87.9,376
Connor Colby,144862,G,IOWA,13,0,192,61.7,100.0,90,21.1,90,77.3,0,100.0,427,427,81.3,100.0,309,72.4,309
Cooper Mays,124289,C,TENNESSEE,13,0,307,74.8,100.0,259,60.7,259,67.1,0,100.0,427,427,60.3,100.0,150,35.1,150
Mason Richman,129479,T,IOWA,13,0,192,62.2,100.0,89,20.8,89,74.6,0,100.0,427,427,76.9,100.0,310,72.6,310
Marcellus Marshall,130496,G,UCF,12,0,323,50.3,100.0,145,34.1,145,54.2,0,100.0,425,425,59.8,100.0,244,57.4,244
Kamaar Bell,99073,G,S CAROLINA,13,0,289,56.7,100.0,180,42.5,180,56.0,1,100.0,424,424,59.7,100.0,216,50.9,216
Henry Tabansi,171215,T,BUFFALO,13,0,126,55.9,100.0,119,28.1,119,65.3,2,100.0,423,423,69.0,100.0,278,65.7,278
Brandon Yates,99423,C,W VIRGINIA,13,0,343,64.0,100.0,203,48.0,203,69.9,2,100.0,423,423,68.0,100.0,181,42.8,181
Jakai Clark,97645,C,SMU,14,0,287,61.5,100.0,151,35.8,151,68.2,1,100.0,422,422,70.9,100.0,240,56.9,240
Baraka Beckett,81883,G,NEW MEXICO,12,0,241,61.5,100.0,251,59.5,251,66.5,3,100.0,422,422,71.3,100.0,146,34.6,146
Nofoafia Tulafono,128438,C,WYOMING,12,0,351,65.1,100.0,166,39.4,166,57.1,0,100.0,421,421,60.0,100.0,231,54.9,231
Ethan Newman,173798,G,KENNESAW,12,0,200,61.4,100.0,291,69.3,291,60.3,0,100.0,420,420,59.6,100.0,98,23.3,98
Justin Osborne,99071,G,SMU,14,0,287,53.3,100.0,153,36.4,153,64.6,2,100.0,420,420,71.3,100.0,239,56.9,239
Caleb Etienne,144643,T,BYU,13,0,128,59.1,100.0,146,34.8,146,59.9,0,100.0,420,420,62.5,100.0,230,54.8,230
Tyler Miller,122526,T,IOWA STATE,14,0,193,43.9,100.0,226,53.9,226,49.0,0,100.0,419,419,59.8,100.0,161,38.4,161
Chase Mitchell,123886,T,VANDERBILT,13,1,333,58.7,100.0,311,74.6,311,56.4,3,100.0,417,417,55.3,100.0,54,12.9,54
Armand Membou,125008,T,MISSOURI,12,0,229,76.7,100.0,139,33.4,139,87.6,1,100.0,416,416,87.4,100.0,251,60.3,251
Caleb Rogers,123157,T,TEXAS TECH,13,0,315,63.3,100.0,169,40.7,169,69.5,1,100.0,415,415,72.4,100.0,233,56.1,233
Cameron Williams,163867,T,TEXAS,15,0,311,52.3,100.0,193,46.6,193,70.8,4,100.0,414,414,84.0,100.0,187,45.2,187
Josh Atwood,128073,C,UMASS,12,0,216,65.2,100.0,130,31.4,130,65.9,1,100.0,414,414,63.6,100.0,270,65.2,270
Torricelli Simpkins III,150473,G,S CAROLINA,13,1,289,68.7,100.0,177,42.8,177,66.2,3,100.0,414,414,64.5,100.0,208,50.2,208
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,13,0,144,60.4,100.0,26,6.3,26,60.4,0,95.8,414,432,60.1,98.2,374,90.3,381
Alex Harkey,157695,T,TEXAS ST,12,0,314,81.0,100.0,253,61.1,253,84.5,2,100.0,414,414,79.3,100.0,139,33.6,139
Joshua Gray,98252,G,OREGON ST,12,0,265,73.5,100.0,166,40.1,166,74.6,1,100.0,414,414,71.5,100.0,220,53.1,220
Carter Miller,156713,C,LA MONROE,12,0,209,57.8,100.0,90,21.8,90,59.1,1,100.0,413,413,62.1,100.0,299,72.4,299
Bryce Foster,146994,C,KANSAS,12,0,198,59.5,100.0,157,38.1,157,73.6,0,100.0,412,412,76.4,100.0,207,50.2,207
Jay Mickle,181165,G,LA MONROE,12,0,209,55.6,100.0,89,21.6,89,57.0,0,100.0,412,412,58.2,100.0,298,72.3,298
Nash Jones,133226,G,TEXAS ST,12,0,314,68.6,100.0,255,61.9,255,71.1,2,100.0,412,412,68.1,100.0,135,32.8,135
Drew Kendall,143829,C,BOSTON COL,13,0,121,73.9,100.0,275,66.7,275,75.9,0,100.0,412,412,71.8,100.0,108,26.2,108
Giovanni El-Hadi,144925,G,MICHIGAN,13,0,222,57.7,100.0,239,58.2,239,64.0,0,100.0,411,411,70.6,100.0,153,37.2,153
Weylin Lapuaho,157628,G,BYU,13,0,128,60.7,100.0,144,35.0,144,61.4,0,100.0,411,411,60.8,100.0,226,55.0,226
Sheridan Wilson,157336,C,TEXAS TECH,13,0,315,61.7,100.0,169,41.1,169,57.5,0,100.0,411,411,56.9,100.0,232,56.4,232
Steven Losoya III,98266,G,VANDERBILT,13,0,333,51.9,100.0,309,75.2,309,51.6,0,100.0,411,411,57.6,100.0,49,11.9,49
Drew Allar,164157,QB,PENN STATE,16,0,266,62.0,94.9,205,50.0,216,62.1,0,91.5,410,448,61.4,97.5,196,47.8,201
Ozzy Trapilo,123552,T,BOSTON COL,12,0,121,70.4,100.0,273,66.6,273,69.9,0,100.0,410,410,62.9,100.0,107,26.1,107
Alec Falk,186417,G,AIR FORCE,10,0,101,59.7,100.0,129,31.5,129,63.2,0,100.0,410,410,62.6,100.0,37,9.0,37
Rhett Larson,158273,T,SM HOUSTON,13,0,281,58.9,100.0,175,42.7,175,55.0,0,100.0,410,410,52.7,100.0,197,48.0,197
Bray Lynch,156401,G,INDIANA,13,0,190,65.6,100.0,159,38.9,159,67.1,2,100.0,409,409,63.8,100.0,215,52.6,215
Carter Smith,156399,T,INDIANA,13,0,190,68.0,100.0,159,38.9,159,75.7,2,100.0,409,409,73.4,100.0,215,52.6,215
Trey Wedig,129935,T,INDIANA,13,0,190,74.1,100.0,159,38.9,159,85.1,0,100.0,409,409,84.5,100.0,215,52.6,215
Amare Grayson,189783,G,JVILLE ST,12,0,196,53.7,100.0,125,30.6,125,51.3,1,100.0,409,409,52.4,100.0,261,63.8,261
Mike Katic,101575,C,INDIANA,13,0,190,70.4,100.0,159,38.9,159,71.3,0,100.0,409,409,66.3,100.0,215,52.6,215
Sam Hecht,144601,C,KANSAS ST,13,0,199,69.6,100.0,241,59.1,241,66.8,1,100.0,408,408,61.1,100.0,151,37.0,151
Michael Ford Jr.,130408,G,KANSAS,12,0,198,68.3,100.0,157,38.5,157,76.3,1,100.0,408,408,78.8,100.0,204,50.0,204
Tyler Warren,129798,TE,PENN STATE,16,0,266,57.0,90.3,195,47.9,216,52.8,0,94.7,407,430,52.7,100.0,185,45.5,185
Evan Link,176292,T,MICHIGAN,13,0,222,50.9,100.0,229,56.4,229,55.3,1,100.0,406,406,62.5,100.0,158,38.9,158
Cam'Ron Johnson,101018,G,MISSOURI,12,0,229,72.0,100.0,140,34.5,140,84.1,1,100.0,406,406,85.3,100.0,239,58.9,239
Parker Moorer,99422,T,E CAROLINA,13,0,156,71.2,100.0,195,48.1,195,65.8,1,100.0,405,405,61.0,100.0,200,49.4,200
Brendan Black,174658,G,IOWA STATE,14,0,193,49.9,100.0,219,54.1,219,56.8,0,100.0,405,405,64.4,100.0,154,38.0,154
Tanner Morris,102305,C,JAMES MAD,13,0,197,59.3,100.0,179,44.2,179,63.6,0,100.0,405,405,63.9,100.0,194,47.9,194
Dustyn Hall,101036,C,E CAROLINA,13,0,156,75.0,100.0,195,48.1,195,76.8,1,100.0,405,405,72.6,100.0,200,49.4,200
Zach Barlev,144807,T,DOMINION,12,0,263,55.6,100.0,138,34.2,138,61.0,0,100.0,404,404,65.2,100.0,242,59.9,242
Michael Flores,108560,C,DOMINION,12,0,263,60.6,100.0,138,34.2,138,55.7,0,100.0,404,404,55.6,100.0,242,59.9,242
Jake Davies,174812,T,WYOMING,12,0,351,43.8,100.0,160,39.7,160,44.5,1,100.0,403,403,49.5,100.0,219,54.3,219
Canaan Yarro,72292,C,NEW MEX ST,11,0,242,71.0,100.0,159,39.6,159,72.7,2,100.0,402,402,69.6,100.0,219,54.5,219
Nick Del Grande,156673,T,COAST CAR,13,0,141,50.0,100.0,145,36.2,145,60.3,0,100.0,401,401,66.4,100.0,221,55.1,221
Chris Adams,145359,T,MEMPHIS,13,0,218,66.3,100.0,69,17.3,69,82.8,1,100.0,400,400,85.5,100.0,307,76.8,307
Xavier Hill,124098,G,MEMPHIS,13,0,218,70.6,100.0,69,17.3,69,81.6,2,100.0,400,400,83.3,100.0,307,76.8,307
Jonah Gambill,121763,G,MEMPHIS,13,0,218,59.3,100.0,69,17.3,69,65.2,1,100.0,400,400,69.2,100.0,307,76.8,307
E'Marion Harris,157022,G,ARKANSAS,13,0,111,53.4,100.0,230,57.6,230,48.4,0,100.0,399,399,52.4,100.0,148,37.1,148
Cason Henry,158126,T,S CAROLINA,13,0,289,51.4,100.0,168,42.1,168,50.0,2,100.0,399,399,51.4,100.0,205,51.4,205
Ethan Mottinger,128100,G,UMASS,12,0,216,56.0,100.0,125,31.3,125,66.7,1,100.0,399,399,69.1,100.0,261,65.4,261
Jake Slaughter,146693,C,FLORIDA,13,0,163,72.8,100.0,125,31.4,125,80.1,0,100.0,398,398,78.7,100.0,258,64.8,258
Jacob Gardner,128229,C,COLO STATE,13,0,144,66.4,100.0,25,6.3,25,88.8,2,100.0,398,398,89.6,100.0,349,87.7,349
Athan Kaliakmanis,144971,QB,RUTGERS,13,0,278,60.0,92.9,79,19.8,85,60.0,0,89.4,398,445,60.0,94.6,317,79.6,335
Jalen Slappy,156800,G,MARSHALL,13,0,214,47.6,100.0,124,31.2,124,68.2,0,100.0,398,398,80.1,100.0,227,57.0,227
Isaiah World,158252,T,NEVADA,13,0,239,59.8,100.0,191,48.1,191,61.3,1,100.0,397,397,60.8,100.0,171,43.1,171
Kelvin Banks Jr.,163839,T,TEXAS,15,0,311,70.8,100.0,179,45.1,179,81.0,3,100.0,397,397,81.5,100.0,184,46.3,184
Elijah Ellis,99452,T,MARSHALL,13,0,214,46.2,100.0,120,30.2,120,49.7,0,100.0,397,397,56.4,100.0,233,58.7,233
Andrew Madrigal,71502,C,NEVADA,13,0,239,61.9,100.0,191,48.1,191,68.7,3,100.0,397,397,70.8,100.0,171,43.1,171
Hayden Wolff,98362,QB,W MICHIGAN,13,0,347,60.0,97.7,126,31.9,129,60.0,0,95.9,395,412,60.0,99.6,263,66.6,264
Hayden Christman,170453,T,LA TECH,13,0,208,48.4,100.0,189,47.8,189,53.6,0,100.0,395,395,62.1,100.0,166,42.0,166
Donovan Jackson,145064,T,OHIO STATE,14,0,260,65.8,100.0,201,51.0,201,70.2,1,100.0,394,394,74.3,100.0,155,39.3,155
Trent Holler,105818,C,MEMPHIS,13,0,218,71.1,100.0,69,17.5,69,80.0,0,100.0,394,394,78.8,100.0,301,76.4,301
Caden Barnett,150690,T,WYOMING,12,0,351,64.7,100.0,151,38.4,151,82.0,4,100.0,393,393,88.9,100.0,219,55.7,219
Logan Osburn,53851,C,MARSHALL,13,0,214,52.4,100.0,128,32.6,128,61.0,1,100.0,393,393,67.0,100.0,225,57.3,225
Fernando Carmona,146185,T,ARKANSAS,13,0,111,71.1,100.0,226,57.5,226,64.8,1,100.0,393,393,52.6,100.0,146,37.2,146
Hampton Ergle,123795,G,E CAROLINA,13,0,156,60.0,100.0,187,47.6,187,57.9,0,100.0,393,393,59.1,100.0,196,49.9,196
Cayden Green,173697,G,MISSOURI,13,0,229,62.7,100.0,137,34.9,137,75.0,3,100.0,393,393,78.4,100.0,226,57.5,226
Jude Bowry,156223,T,BOSTON COL,12,0,121,60.6,100.0,265,67.4,265,64.7,0,100.0,393,393,70.9,100.0,101,25.7,101
Josh Remetich,123232,G,TULANE,14,0,319,65.3,100.0,192,48.9,192,70.4,1,100.0,393,393,71.1,100.0,164,41.7,164
CJ James Jr.,151192,C,UTSA,13,0,331,69.5,100.0,159,40.6,159,73.7,0,100.0,392,392,80.2,100.0,194,49.5,194
Ricky White,129639,WR,UNLV,13,0,325,69.8,100.0,223,56.9,223,69.9,4,99.7,392,393,62.0,100.0,132,33.7,132
Anthonie Knapp,184097,T,NOTRE DAME,15,0,258,68.5,100.0,169,43.1,169,69.2,2,100.0,392,392,70.1,100.0,189,48.2,189
Ryan Lengyel,144516,G,BAYLOR,13,0,118,58.6,100.0,167,42.6,167,64.8,0,100.0,392,392,69.2,100.0,208,53.1,208
Joe Brunner,158690,G,WISCONSIN,12,0,349,51.0,100.0,142,36.3,142,59.4,1,100.0,391,391,67.0,100.0,226,57.8,226
Trevor Tate,173885,T,AIR FORCE,10,0,101,67.7,100.0,123,31.5,123,67.8,0,100.0,391,391,66.1,100.0,33,8.4,33
Bryce Cabeldue,122550,T,KANSAS,12,0,198,64.1,100.0,150,38.4,150,76.6,2,100.0,391,391,81.0,100.0,197,50.4,197
Derek Bowman,123654,T,USF,13,0,327,55.7,100.0,197,50.4,197,53.5,1,100.0,391,391,51.1,100.0,169,43.2,169
Randy Pittman Jr.,176195,TE,UCF,12,0,323,59.1,100.0,135,34.5,135,54.9,2,100.0,391,391,57.0,100.0,225,57.5,225
Kaden Moore,123357,G,VA TECH,12,0,337,58.8,100.0,120,30.8,120,60.6,1,100.0,390,390,61.7,100.0,233,59.7,233
Jakobie Keeney-James,102578,WR,UMASS,12,0,216,60.7,100.0,120,30.8,120,55.5,0,100.0,390,390,66.0,100.0,256,65.6,256
Gerad Christian-Lichtenhan,131673,T,OREGON ST,12,0,265,70.7,100.0,156,40.1,156,77.5,0,100.0,389,389,77.4,100.0,205,52.7,205
Joe Fusile,143914,G,GA TECH,13,0,176,54.1,100.0,239,61.6,239,56.7,0,100.0,388,388,58.4,100.0,119,30.7,119
Caden Kitler,158445,C,UCF,11,0,323,63.6,100.0,134,34.6,134,67.9,1,100.0,387,387,66.4,100.0,218,56.3,218
Elijah Prather,172362,T,TROY,12,0,318,47.3,100.0,185,47.8,185,52.6,0,100.0,387,387,60.7,100.0,175,45.2,175
Darian Mensah,169984,QB,TULANE,13,0,319,60.1,99.5,196,50.6,197,60.1,0,95.6,387,405,60.0,100.0,169,43.7,169
Nishad Strother,98057,G,OREGON,13,0,264,65.2,100.0,177,45.7,177,69.7,0,100.0,387,387,70.7,100.0,184,47.5,184
