player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jacobie Henderson,156809,CB,MARSHALL,13,420,0,214,0,18.6,26.3,100.0,22.2,5.8,0,6,31.6,62.7,0,34,0.0,0,4,81.3,5,122,29.0,122,2,7,19,2,87,5,0.8,17.4,0,6,15.6,56.7,100.0,12.8,7.3,1,8,26.7,68.4,1,49,13.0,3,7,73.7,17,229,54.5,229,1,14,30,0,276,59,1.3,16.2
Leon Hart Jr.,156811,LB,MARSHALL,7,24,0,214,0,,,87.5,,,0,0,,62.6,0,,,0,0,0.0,0,7,29.2,8,0,0,0,0,0,0,0.0,,0,0,,,73.7,,,0,0,,62.3,0,,100.0,1,0,0.0,0,14,58.3,19,0,0,0,0,0,0,0.0,
AG McGhee,156812,S,MARSHALL,13,258,0,214,1,5.3,50.0,100.0,14.6,7.3,0,1,10.0,73.6,0,13,0.0,0,1,56.3,5,78,30.2,78,3,6,10,0,28,19,0.4,5.6,0,0,7.8,84.6,100.0,11.9,10.1,0,0,0.0,54.0,0,30,23.1,3,0,104.5,11,135,52.3,135,3,10,13,0,118,46,0.9,10.7
James Smyre,156816,ED,UAB,9,2,0,321,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,12,1,0,0,0,0,0,,,0,0,,,4.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,21,0,0,0,0,0,0,0.0,
Anthony Dunn Jr.,156819,ED,TOLEDO,12,6,0,316,1,-6.0,100.0,5.9,2.0,2.0,0,0,0.0,70.0,0,5,0.0,0,0,87.5,1,2,33.3,34,2,1,1,0,5,11,2.5,5.0,0,0,,,4.9,,,0,0,,60.9,0,,,0,0,0.0,0,3,50.0,61,3,0,0,0,0,0,0.0,
Mario Easterly,156823,S,DOMINION,12,213,0,263,0,6.0,20.0,89.6,52.0,10.4,0,0,0.0,65.1,0,5,0.0,0,0,39.6,1,60,28.2,67,0,2,5,0,5,0,0.1,5.0,0,1,8.0,71.4,100.0,25.2,18.0,0,1,14.3,76.6,0,40,20.0,2,1,96.1,5,127,59.6,127,2,7,7,0,58,27,0.5,11.6
Je'Careon Lathan,156827,CB,TEXAS ST,1,3,0,314,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Markus Knight,156828,S,DOMINION,12,145,0,263,0,2.3,0.0,88.9,,11.3,0,1,33.3,67.7,0,,33.3,1,0,39.6,0,40,27.6,45,1,2,3,0,0,0,0.0,,0,1,9.9,78.6,98.8,7.4,5.8,0,2,14.3,46.8,1,58,11.1,1,2,112.8,11,85,58.6,86,1,7,14,1,233,147,2.9,21.2
Ishmael Roy,156829,S,MARSHALL,1,4,0,214,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Micheal Caraway Jr.,156841,S,SO MISS,10,195,0,296,0,5.0,100.0,100.0,25.0,25.0,0,0,0.0,68.2,0,11,0.0,0,0,112.5,1,26,13.3,26,1,2,1,0,11,6,0.4,11.0,0,0,10.2,80.0,96.9,15.4,12.3,0,0,0.0,54.4,0,46,14.3,2,0,115.0,8,125,64.1,129,2,12,10,0,116,50,0.9,14.5
Alonzo Edwards Jr.,156859,S,TEXAS ST,3,9,0,314,0,4.0,0.0,100.0,,1.0,0,0,0.0,60.0,0,,,0,0,39.6,0,1,11.1,1,0,0,1,0,0,0,0.0,,0,0,-4.0,100.0,85.7,6.0,6.0,0,0,0.0,55.0,0,4,0.0,0,0,83.3,1,6,66.7,7,0,1,1,0,4,8,0.7,4.0
Justin Powe,156873,S,TROY,12,397,0,318,0,14.3,60.0,98.4,9.2,5.5,0,0,0.0,55.9,1,28,33.3,2,0,84.2,6,62,15.6,63,1,4,10,2,77,21,1.4,12.8,0,2,14.9,70.8,100.0,11.8,8.3,0,4,16.7,44.7,1,33,17.4,4,4,95.8,17,213,53.7,213,4,17,24,0,333,114,1.7,19.6
Luke Hodge,156876,LB,TROY,4,6,0,318,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,49.4,0,,,0,0,0.0,0,3,50.0,3,0,0,0,0,0,0,0.0,
Bryan McCoy Jr.,156889,LB,AKRON,12,299,0,102,0,1.4,100.0,82.2,6.8,6.8,0,0,0.0,51.6,0,22,16.7,1,0,150.4,5,37,12.4,45,1,5,5,2,53,46,1.6,10.6,0,2,2.7,91.7,91.0,8.4,7.7,0,1,4.2,60.8,0,15,15.0,3,1,95.7,22,191,63.9,210,8,15,24,0,167,114,0.9,7.6
DeJuan Echoles Jr.,156900,ED,BALL ST,1,1,0,117,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,
Canaan Williams,156908,S,KENT STATE,11,219,0,201,1,6.4,88.9,81.0,8.1,7.2,0,0,0.0,53.6,0,13,33.3,3,0,97.2,8,68,31.1,84,2,5,9,0,66,35,1.0,8.3,0,3,5.8,82.6,93.8,6.0,5.0,0,1,4.3,53.8,1,36,20.0,3,1,85.1,19,121,55.3,129,2,9,23,0,202,151,1.8,10.6
Josh Baka,156915,S,KENT STATE,12,386,0,201,2,6.3,66.7,98.3,28.0,18.7,1,1,16.7,67.4,0,9,0.0,0,1,111.8,4,118,30.6,120,1,8,6,1,21,12,0.2,5.3,0,2,7.8,73.7,95.1,14.5,10.7,0,3,15.8,65.9,0,24,12.5,3,3,112.4,14,213,55.2,224,7,19,19,1,143,37,0.7,10.2
Malachi McLean,156929,S,UCONN,13,238,0,146,1,9.5,25.0,92.5,46.0,11.5,0,1,25.0,67.9,0,7,0.0,0,1,39.6,1,49,20.6,53,1,2,4,0,7,0,0.2,7.0,0,4,13.8,81.8,96.6,15.1,12.4,0,1,9.1,55.6,0,25,21.4,3,1,118.8,9,140,58.8,145,2,7,11,0,140,42,1.0,15.6
Buddha Peleti,156933,ED,NEW MEX ST,10,86,0,242,0,,,17.3,,,0,0,,63.5,0,,0.0,0,0,0.0,0,9,10.5,52,1,1,0,0,0,0,0.0,,0,1,1.8,66.7,34.4,17.0,11.3,0,1,16.7,65.0,0,12,0.0,0,1,75.0,4,73,84.9,212,5,2,6,0,25,24,0.4,6.3
Jaden Robinson,156934,ED,NEW MEX ST,6,23,0,242,0,15.0,0.0,26.1,,6.0,0,1,100.0,71.2,0,,,0,0,39.6,0,6,26.1,23,0,0,1,0,0,0,0.0,,0,0,,,38.5,,,0,0,,66.7,0,,0.0,0,0,0.0,0,15,65.2,39,1,2,0,0,0,0,0.0,
Keyshaun Elliott,156945,LB,ARIZONA ST,13,256,0,110,0,6.0,33.3,81.7,47.0,15.7,0,0,0.0,64.8,0,0,33.3,1,0,42.4,1,49,19.1,60,4,2,3,0,0,4,0.0,0.0,0,2,0.9,78.6,92.0,15.1,11.9,1,1,7.1,62.2,1,12,33.3,6,1,63.4,11,172,67.2,187,3,10,14,0,89,84,0.5,8.1
Tre Reader,156967,LB,NOTRE DAME,2,3,0,258,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Benjamin Morrison,156968,CB,NOTRE DAME,6,168,0,258,0,10.3,50.0,100.0,13.9,6.9,0,2,14.3,62.2,0,27,14.3,1,1,71.4,7,101,60.1,101,0,6,14,0,93,48,1.0,13.3,0,1,8.3,41.7,98.2,10.4,4.3,0,0,0.0,67.4,0,14,33.3,2,0,49.3,5,54,32.1,55,1,3,12,0,32,36,0.6,6.4
Jaden Mickey,156969,CB,NOTRE DAME,4,44,0,258,0,19.3,66.7,100.0,12.5,8.3,0,0,0.0,62.2,0,52,0.0,0,0,109.7,2,28,63.6,28,1,1,3,0,55,21,2.2,27.5,0,0,33.0,0.0,100.0,,12.0,0,1,100.0,74.4,0,,,0,1,39.6,0,12,27.3,12,0,0,1,0,0,0,0.0,
Jaylen Sneed,156972,LB,NOTRE DAME,16,122,0,258,0,6.9,40.0,53.6,19.5,7.8,0,1,10.0,63.5,0,21,0.0,0,0,55.0,4,82,67.2,153,2,3,10,0,47,19,0.6,11.8,0,2,5.0,50.0,50.8,13.5,6.8,0,0,0.0,50.3,0,15,0.0,0,0,61.5,2,31,25.4,61,0,0,4,0,17,6,0.6,8.5
Joshua Burnham,156977,ED,NOTRE DAME,14,12,0,258,0,,,5.7,,,0,0,,63.4,0,,50.0,2,0,0.0,0,8,66.7,140,4,2,0,0,0,0,0.0,,0,1,,,7.3,,,0,0,,68.6,0,,0.0,0,0,0.0,0,4,33.3,55,0,0,0,0,0,0,0.0,
Junior Tuihalamaka,156982,ED,NOTRE DAME,14,22,0,258,1,8.3,25.0,7.6,10.0,2.5,0,0,0.0,70.9,1,-4,0.0,0,0,0.0,1,10,45.5,132,4,3,4,0,-4,1,-0.4,-4.0,0,0,,,10.7,,,0,0,,52.6,0,,,0,0,0.0,0,8,36.4,75,2,0,0,0,0,0,0.0,
Jayden Bellamy,156984,CB,SYRACUSE,10,226,0,304,0,8.8,55.6,94.2,8.8,4.9,0,2,22.2,63.5,0,16,25.0,1,2,71.5,5,49,21.7,52,1,3,9,0,50,34,1.1,10.0,0,2,13.5,59.1,100.0,11.2,6.6,2,2,9.1,80.5,2,44,0.0,0,2,39.0,13,151,66.8,151,4,16,22,0,135,43,0.9,10.4
Malachi Davis,156997,ED,TOLEDO,13,11,0,316,0,,,3.3,,,0,0,,61.0,0,,0.0,0,0,0.0,0,2,18.2,60,2,1,0,0,0,0,0.0,,0,0,,,6.7,,,0,0,,61.4,0,,,0,0,0.0,0,6,54.5,90,0,0,0,0,0,0,0.0,
Avery Smith,157000,CB,TOLEDO,13,501,0,316,0,12.0,51.6,99.4,9.6,5.0,1,5,16.1,74.6,2,30,14.3,2,3,40.5,16,156,31.1,157,4,12,31,0,166,37,1.1,10.4,0,3,15.5,43.5,99.6,12.7,5.5,0,6,13.0,63.9,0,44,16.0,4,5,65.0,20,269,53.7,270,2,18,46,1,215,54,0.8,10.8
Jeremiah Alexander,157005,LB,ALABAMA,3,10,0,103,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,1,0,0,0,0,0,0,0.0,,0,0,7.5,100.0,100.0,4.5,4.5,0,0,0.0,53.4,0,15,0.0,0,0,118.8,2,9,90.0,9,0,1,2,0,25,10,2.8,12.5
Shawn Murphy,157006,LB,FLORIDA ST,3,28,0,167,0,8.0,100.0,83.3,4.0,4.0,0,0,0.0,49.1,0,8,,0,0,139.6,1,5,17.9,6,0,0,1,1,8,0,2.0,8.0,0,1,-0.5,100.0,94.7,8.5,8.5,0,0,0.0,45.9,0,16,0.0,0,0,118.8,2,18,64.3,19,0,0,2,0,25,26,1.5,12.5
Tre'Quon Fegans,157009,CB,UCF,2,11,0,323,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,27.3,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,5,45.5,5,0,0,0,0,0,0,0.0,
Jihaad Campbell,157013,LB,ALABAMA,13,332,0,103,0,-1.6,85.7,68.9,15.5,13.3,0,1,14.3,81.4,0,14,9.1,1,1,79.2,6,104,31.3,151,13,10,7,0,20,40,0.2,3.3,0,2,4.5,82.4,79.2,12.8,10.5,0,0,0.0,65.8,1,31,9.5,2,0,73.8,14,183,55.1,231,14,17,17,0,129,82,0.7,9.2
Jaylen Lewis,157018,S,TEMPLE,11,201,0,306,0,10.9,55.6,88.6,12.6,7.0,0,1,11.1,62.9,1,31,20.0,1,1,37.0,5,70,34.8,79,1,4,9,0,61,5,1.0,12.2,0,1,1.5,83.3,97.4,7.2,6.0,0,1,5.6,62.4,0,58,0.0,0,0,141.7,15,114,56.7,117,4,8,18,2,164,180,1.5,10.9
Anthony Brown,157019,LB,PURDUE,3,3,0,273,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Kaden Henley,157023,LB,ARKANSAS,1,4,0,111,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,
Mani Powell,157027,LB,UNLV,14,176,0,325,0,-2.5,100.0,50.9,12.5,12.5,0,0,0.0,70.7,0,1,0.0,0,0,79.2,2,29,16.5,57,2,2,2,0,1,6,0.0,0.5,0,1,4.8,93.8,68.6,7.1,6.6,0,0,0.0,39.5,0,33,38.9,7,0,108.6,15,107,60.8,156,5,10,16,0,161,86,1.5,10.7
Jordan Crook,157032,LB,ARIZONA ST,11,193,0,110,2,-4.7,66.7,72.1,14.5,9.7,0,0,0.0,66.4,0,24,0.0,0,0,92.4,2,31,16.1,43,0,0,3,0,25,36,0.9,12.5,0,1,6.0,66.7,86.0,9.7,6.4,1,2,11.1,61.5,1,54,6.7,1,1,70.1,12,123,63.7,143,5,13,18,0,154,97,1.3,12.8
JD Rhym,157039,CB,HOUSTON,3,9,0,182,0,,,100.0,,,0,0,,62.5,0,,,0,0,0.0,0,3,33.3,3,0,0,0,0,0,0,0.0,,0,0,1.0,0.0,100.0,,5.0,0,0,0.0,64.6,0,,0.0,0,0,39.6,0,5,55.6,5,0,1,1,0,0,0,0.0,
Robert Woodyard Jr.,157047,LB,AUBURN,9,43,0,115,0,,,65.2,,,0,0,,62.8,0,,,0,0,0.0,0,15,34.9,23,0,0,0,0,0,0,0.0,,0,2,,,88.9,,,0,0,,66.0,0,,33.3,2,0,0.0,0,24,55.8,27,0,2,0,0,0,0,0.0,
Caleb Wooden,157051,S,AUBURN,10,165,0,115,1,12.3,66.7,100.0,30.5,20.3,0,2,66.7,65.7,0,31,0.0,0,1,104.9,2,70,42.4,70,0,0,3,0,34,5,0.6,17.0,0,0,9.4,80.0,97.4,18.0,14.4,0,0,0.0,68.3,1,13,16.7,1,0,95.8,4,75,45.5,77,3,5,5,1,35,2,0.5,8.8
Paul Thompson Jr.,157052,S,AUBURN,1,1,0,115,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Mykel Williams,157061,ED,GEORGIA,12,5,0,173,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,100,3,0,0,0,0,0,,,0,0,-6.5,100.0,4.1,2.0,2.0,0,0,0.0,72.1,0,-5,50.0,1,0,79.2,2,5,100.0,123,1,1,2,0,-13,0,-3.3,-6.5
CJ Madden,157062,ED,PURDUE,3,8,0,273,0,,,12.5,,,0,0,,61.8,0,,50.0,1,0,0.0,0,2,25.0,16,0,1,0,0,0,0,0.0,,0,0,3.0,100.0,80.0,3.0,3.0,0,0,0.0,71.6,0,3,0.0,0,0,79.2,1,4,50.0,5,1,1,1,0,3,0,1.0,3.0
Malaki Starks,157069,S,GEORGIA,14,512,0,173,0,10.8,55.6,98.2,9.5,5.3,0,4,14.8,74.1,1,33,0.0,0,2,57.8,15,163,31.8,166,5,12,27,0,161,61,1.1,10.7,0,3,8.7,78.3,98.3,15.6,12.2,0,1,4.3,63.1,0,54,22.7,5,0,145.7,18,294,57.4,299,5,14,23,2,276,127,1.0,15.3
Jalon Walker,157070,LB,GEORGIA,14,178,0,173,2,4.0,100.0,39.1,50.0,50.0,0,0,0.0,63.6,0,12,33.3,1,0,156.3,1,54,30.3,138,1,0,1,1,12,8,0.2,12.0,0,1,2.8,75.0,52.0,16.7,12.5,0,0,0.0,67.3,0,26,0.0,0,0,97.4,6,103,57.9,198,5,10,8,0,63,49,0.6,10.5
Terrell Foster,157075,LB,GEORGIA,3,11,0,173,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,4,36.4,4,0,0,0,0,0,0,0.0,,0,0,7.0,100.0,83.3,5.0,5.0,0,0,0.0,51.4,0,12,,0,0,116.7,1,5,45.5,6,0,0,1,0,12,5,2.4,12.0
JaCorey Thomas,157078,S,GEORGIA,8,66,0,173,0,2.5,50.0,92.0,19.0,9.5,0,0,0.0,55.3,0,11,50.0,1,0,66.7,1,23,34.8,25,0,1,2,0,11,14,0.6,11.0,0,1,13.0,66.7,88.6,14.5,9.7,0,1,33.3,65.0,0,4,33.3,1,1,70.1,2,31,47.0,35,0,1,3,0,7,17,0.2,3.5
Daylen Everette,157079,CB,GEORGIA,14,506,0,173,0,9.9,55.6,98.2,9.3,5.2,0,2,7.4,66.4,2,36,33.3,3,2,76.2,15,160,31.6,163,1,6,27,2,220,84,1.6,14.7,0,1,9.3,75.0,99.7,11.8,8.8,0,1,3.1,73.6,1,30,14.3,4,1,94.4,24,296,58.5,297,7,23,32,1,249,73,0.9,10.4
Elijah Reed,157097,CB,AKRON,10,175,0,102,0,6.5,50.0,100.0,12.5,6.3,0,1,25.0,59.1,0,14,50.0,1,1,71.9,2,25,14.3,25,0,1,4,0,27,23,1.1,13.5,0,2,16.0,58.3,97.3,7.5,4.4,0,3,12.5,64.6,1,45,18.2,2,2,93.2,14,110,62.9,113,3,7,24,2,185,38,1.8,13.2
Jordan Allen,157114,S,LSU,4,65,0,211,0,23.0,66.7,100.0,9.5,6.3,0,0,0.0,48.4,0,38,0.0,0,0,109.7,2,24,36.9,24,0,2,3,0,47,5,2.5,23.5,0,2,-1.7,66.7,100.0,15.5,10.3,0,1,33.3,66.5,0,14,28.6,2,1,78.5,2,31,47.7,31,0,3,3,0,15,17,0.5,7.5
Laterrance Welch,157115,CB,ARIZONA ST,8,95,0,110,0,12.7,33.3,100.0,19.0,6.3,0,0,0.0,86.6,1,8,0.0,0,0,2.8,1,20,21.1,20,0,1,3,0,8,1,0.4,8.0,0,0,14.6,50.0,100.0,6.2,3.1,0,4,20.0,58.8,0,30,15.4,2,4,89.2,10,63,66.3,63,2,11,20,1,138,24,2.2,13.8
Jaelyn Davis-Robinson,157116,CB,SMU,12,201,0,287,0,9.2,66.7,100.0,10.0,6.7,0,0,0.0,51.6,0,21,25.0,1,0,92.4,4,47,23.4,47,1,3,6,0,50,14,1.3,12.5,0,3,15.0,57.1,100.0,11.4,6.5,0,2,9.5,49.8,0,58,25.0,4,1,129.7,12,139,69.2,139,1,9,21,2,243,94,1.8,20.3
Harold Perkins Jr.,157120,LB,LSU,4,82,0,211,1,-3.0,100.0,48.3,11.5,11.5,0,0,0.0,70.0,0,17,33.3,1,0,100.0,2,29,35.4,60,1,1,2,0,16,22,0.7,8.0,0,2,-1.0,100.0,76.8,14.0,14.0,0,0,0.0,51.7,0,12,33.3,1,0,104.2,3,43,52.4,56,0,0,3,0,27,30,0.6,9.0
Davison Igbinosun,157129,CB,OHIO STATE,16,458,0,260,0,13.0,34.8,99.3,16.1,5.6,0,7,30.4,66.1,1,21,0.0,0,5,30.3,8,145,31.7,146,1,10,23,0,96,22,0.7,12.0,0,2,9.0,61.5,99.2,15.4,9.5,1,3,11.5,55.8,0,29,15.8,3,3,107.4,16,254,55.5,256,5,14,26,2,177,73,0.7,11.1
Reginald Hughes,157136,LB,JVILLE ST,13,198,0,196,1,-1.0,40.0,43.1,41.0,16.4,0,2,40.0,65.6,0,21,20.0,1,1,99.2,2,87,43.9,202,4,3,5,1,29,31,0.4,14.5,0,4,-2.0,100.0,62.9,19.5,19.5,0,0,0.0,63.4,0,6,11.1,1,0,80.2,4,78,39.4,124,2,4,4,0,13,21,0.2,3.3
DeCarlos Nicholson,157143,CB,USC,12,164,0,326,1,12.7,53.3,100.0,7.6,4.1,2,1,6.7,62.6,0,40,0.0,0,0,72.1,8,66,40.2,66,2,7,15,0,92,27,1.5,11.5,0,1,8.6,92.9,100.0,6.2,5.7,0,0,0.0,57.2,0,35,0.0,0,0,116.1,13,81,49.4,81,2,14,14,0,166,60,2.1,12.8
Ja'Marion Wayne,157164,CB,MISSOURI,3,14,0,229,0,5.0,100.0,100.0,3.0,3.0,0,0,0.0,53.9,0,9,0.0,0,0,104.2,1,4,28.6,4,0,1,1,0,9,4,3.0,9.0,0,0,37.0,0.0,100.0,,7.0,0,1,100.0,70.4,0,,,0,1,39.6,0,7,50.0,7,0,0,1,0,0,0,0.0,
Carmycah Glass,157169,LB,LA LAFAYET,13,353,0,207,1,-2.6,100.0,74.5,13.0,13.0,0,0,0.0,60.6,0,15,25.0,1,0,95.8,5,70,19.8,94,2,2,5,0,35,48,0.5,7.0,0,5,4.8,73.0,91.0,9.4,6.9,0,1,2.7,54.7,0,28,9.7,3,0,86.4,27,262,74.2,288,8,23,37,0,209,146,0.8,7.7
Steven Sannieniola,157181,S,VANDERBILT,2,8,0,333,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.2,0,,,0,0,0.0,0,6,75.0,6,0,0,0,0,0,0,0.0,
Deven Wright,157199,ED,TEXAS ST,2,2,0,314,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,100.0,4,0,0,0,0,0,0,0.0,
Bryce Cleave,157200,S,BOISE ST,1,3,0,120,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Braxton Fely,157202,DI,BOISE ST,14,6,0,120,0,,,0.8,,,0,0,,61.4,0,,50.0,1,0,0.0,0,1,16.7,122,1,1,0,0,0,0,0.0,,0,0,-4.0,100.0,2.5,5.0,5.0,0,0,0.0,58.0,0,-1,75.0,3,0,79.2,1,5,83.3,199,4,1,1,0,-1,3,-0.2,-1.0
Jaseim Mitchell,157214,LB,COLO STATE,3,6,0,144,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,4,66.7,4,0,0,0,0,0,0,0.0,
Nuer Gatkuoth,157215,ED,COLO STATE,7,7,0,144,1,,,11.4,,,0,0,,60.8,0,,50.0,1,0,0.0,0,4,57.1,35,0,0,0,0,0,0,0.0,,0,0,1.0,0.0,4.8,,3.0,0,0,0.0,60.3,0,,100.0,1,0,39.6,0,3,42.9,62,0,0,1,0,0,0,0.0,
Christian Ellis,157236,S,NEW MEXICO,12,420,0,241,1,9.5,69.2,84.8,14.0,9.7,0,3,23.1,67.1,0,31,15.4,2,2,132.4,9,134,31.9,158,2,10,13,3,103,49,0.8,11.4,0,5,7.3,68.4,93.1,17.7,12.1,1,3,15.8,71.8,1,52,5.9,1,2,106.9,13,244,58.1,262,3,11,19,2,158,83,0.7,12.2
Devon Jackson,157253,LB,OREGON,14,221,0,264,0,7.6,60.0,69.2,22.0,13.2,0,1,20.0,71.9,0,6,20.0,1,1,64.6,3,72,32.6,104,5,4,5,0,14,15,0.2,4.7,0,3,4.1,70.6,89.4,10.2,7.2,0,1,5.9,63.6,0,16,0.0,0,1,84.2,12,126,57.0,141,6,9,17,0,95,96,0.8,7.9
Harrison Taggart,157254,LB,BYU,12,196,0,128,1,7.5,50.0,78.0,44.0,22.0,0,0,0.0,64.1,0,7,0.0,0,0,58.3,1,46,23.5,59,0,2,2,0,7,1,0.2,7.0,0,1,-0.9,87.5,83.1,15.4,13.5,0,0,0.0,70.0,1,11,9.1,1,0,45.3,7,113,57.7,136,5,9,8,0,35,46,0.3,5.0
Anthony Jones,157255,ED,MICH STATE,12,26,0,223,0,6.5,100.0,33.3,4.5,4.5,0,0,0.0,44.6,0,18,0.0,0,0,118.8,2,10,38.5,30,0,1,2,0,32,19,3.6,16.0,0,1,,,14.0,,,0,0,,64.6,0,,0.0,0,0,0.0,0,13,50.0,93,2,0,0,0,0,0,0.0,
Jahlil Florence,157256,CB,OREGON,1,1,0,264,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
David Bailey,157272,ED,STANFORD,12,61,0,300,1,,,18.0,,,0,0,,90.9,0,,50.0,1,0,0.0,0,11,18.0,61,3,0,0,0,0,0,0.0,,0,1,2.0,100.0,24.4,8.6,8.6,0,0,0.0,77.1,0,11,25.0,3,0,85.0,5,43,70.5,176,6,8,5,0,22,12,0.5,4.4
Matt Rose,157275,LB,STANFORD,9,83,0,300,0,,,66.7,,,0,0,,63.3,0,,,0,0,0.0,0,8,9.6,12,0,0,0,0,0,0,0.0,,0,1,3.4,81.8,87.2,7.6,6.2,0,0,0.0,36.0,0,40,28.6,2,0,112.1,9,68,81.9,78,3,4,11,0,120,95,1.8,13.3
Collin Wright,157276,CB,STANFORD,11,421,0,300,0,11.8,56.3,100.0,8.3,4.7,0,0,0.0,46.0,0,22,0.0,0,0,115.1,9,88,20.9,88,0,4,16,4,102,31,1.4,11.3,0,4,7.1,61.9,99.7,10.7,6.6,0,5,11.9,79.9,2,36,12.5,4,5,66.5,26,293,69.6,294,9,24,42,1,249,106,0.9,9.6
Scotty Edwards,157277,S,STANFORD,11,405,0,300,0,12.4,60.0,89.8,22.3,13.4,0,1,20.0,70.1,0,36,0.0,0,1,97.9,3,79,19.5,88,0,4,5,0,55,7,0.8,18.3,0,7,10.0,66.7,94.1,17.1,11.4,0,1,4.2,59.9,0,55,17.5,7,1,104.0,16,285,70.4,303,8,26,24,1,187,98,0.7,11.7
Ernest Cooper,157278,ED,STANFORD,12,68,0,300,2,-1.0,0.0,19.1,,8.0,0,0,0.0,64.7,0,,0.0,0,0,39.6,0,9,13.2,47,0,0,1,0,0,0,0.0,,0,4,1.3,71.4,29.0,10.6,7.6,1,0,0.0,70.0,0,15,18.2,2,0,81.3,5,54,79.4,186,3,5,7,0,33,24,0.6,6.6
