player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Joseph Jefferson II,162882,S,PURDUE,4,10,5.0,5.0,273,0,158.3,2,2,1,29,12,2.9
Martez Cooksey Jr.,177820,S,CHATTNOOGA,2,35,5.0,3.5,137,0,88.3,7,10,0,67,19,1.91
Cory Baugh,195774,S,WV WESLEY,1,10,5.0,5.0,409,0,129.2,2,2,1,11,4,1.1
Alonzo Edwards Jr.,156859,S,TEXAS ST,3,5,5.0,2.5,314,0,56.3,1,2,0,4,8,0.8
Jeremiah Hudson-Davis,182354,S,MILES,1,5,5.0,5.0,386,0,100.0,1,1,0,8,3,1.6
Artellious Edmonds,181432,S,CLARK ATL,1,10,5.0,3.3,369,0,70.1,2,3,0,6,15,0.6
Jaden Jones,167908,S,LOUCHR,1,5,5.0,2.5,958,0,56.3,1,2,0,6,0,1.2
Jaiden Hill,188102,CB,MERCYHURST,4,5,5.0,2.5,977,0,66.7,1,2,0,11,11,2.2
Antonio Patterson,156545,S,FIU,7,15,5.0,2.5,166,0,59.7,3,6,0,23,11,1.53
Lynn Pettway,174379,S,ALAB A&M,9,25,5.0,4.2,104,0,118.8,5,6,0,94,35,3.76
Richard Sweeney III,167421,CB,MOREHEAD,3,10,5.0,3.3,234,1,36.1,2,3,0,13,1,1.3
Kameron Reddic,192633,S,STF AUSTIN,2,10,5.0,5.0,301,0,91.7,2,2,0,12,4,1.2
Azareye'h Thomas,156277,CB,FLORIDA ST,4,5,5.0,2.5,167,0,58.3,1,2,0,7,11,1.4
Sean Pelkisson,122454,ED,RHODE ISLD,4,5,5.0,2.5,274,0,56.3,1,2,0,6,2,1.2
Robert Glanton,155759,CB,FL A&M,1,5,5.0,5.0,164,0,79.2,1,1,0,0,2,0.0
Kaden Hamilton,166612,S,BRYANT,2,5,5.0,2.5,124,0,116.7,1,2,1,16,0,3.2
Tazion Wallace,196390,CB,WHU,1,5,5.0,2.5,1525,0,60.4,1,2,0,8,3,1.6
Tee Denson,122591,S,JVILLE ST,6,15,5.0,3.0,196,0,86.3,3,5,0,41,9,2.73
Bronson Olevao Jr.,157632,LB,UTAH ST,3,5,5.0,5.0,329,0,91.7,1,1,0,6,1,1.2
Tylan McNichols,183489,LB,UAB,3,5,5.0,5.0,321,0,118.8,1,1,0,26,6,5.2
Courtline Flowers,122635,CB,LA LAFAYET,2,15,5.0,5.0,207,0,79.2,3,3,0,3,12,0.2
Jack Pilson,108141,LB,E ILLINOIS,4,5,5.0,5.0,158,0,87.5,1,1,0,5,1,1.0
Miguel Mitchell,157742,S,ARKANSAS,5,15,5.0,3.8,111,0,86.5,3,4,0,21,10,1.4
Brandon Isaac,151964,CB,LOUCHR,1,5,5.0,5.0,958,0,158.3,1,1,1,35,7,7.0
Darrell Gipson,192976,LB,IDAHO ST,7,25,5.0,5.0,186,0,118.8,5,5,0,69,49,2.76
Jayden Hill,183476,S,N TEXAS,11,54,4.9,3.9,251,0,158.3,11,14,2,207,130,3.83
D.J. Woodbury,125349,LB,TEMPLE,10,59,4.9,4.5,306,0,99.4,12,13,0,102,65,1.73
Cameron Bergeron,143846,LB,DUKE,13,146,4.9,3.8,154,1,105.0,30,38,2,290,250,1.99
JD Coffey III,144729,S,S DIEGO ST,10,34,4.9,3.8,284,0,122.7,7,9,1,41,29,1.21
Prophet Brown,146421,CB,USC,7,44,4.9,3.4,326,0,129.6,9,13,1,138,67,3.14
Ca'ron Coleman,149520,S,DAYTON,11,131,4.9,4.2,150,0,103.0,27,31,1,190,136,1.45
Quinton Sharkey,150124,LB,NICHOLLS,8,44,4.9,4.4,243,0,91.3,9,10,0,59,57,1.34
Dayne Hodge,156200,S,TULSA,9,59,4.9,4.2,320,0,125.6,12,14,1,118,87,2.0
Javier Morton,156475,S,TEMPLE,9,39,4.9,3.5,306,0,137.3,8,11,1,117,62,3.0
Steven Rose,159096,S,GARD-WEBB,5,34,4.9,4.3,171,0,157.8,7,8,1,99,98,2.91
Declan Williams,161383,ED,INCAR WORD,14,44,4.9,4.9,189,0,131.5,9,9,1,60,44,1.36
Jordan Bass,175407,LB,PITTSBURGH,7,34,4.9,4.3,268,0,93.2,7,8,0,51,52,1.5
C.J. Coombes,182974,S,WOFFORD,12,39,4.9,3.5,350,0,82.4,8,11,0,52,51,1.33
Travion Barnes,183924,LB,FIU,9,34,4.9,4.3,166,1,50.0,7,8,0,44,37,1.29
Jake Jarmolowich,149428,S,HOLY CROSS,11,43,4.8,3.9,181,0,145.6,9,11,3,104,34,2.42
Vincent King,147740,LB,LNDNWD,12,96,4.8,4.0,949,0,94.3,20,24,0,159,76,1.66
Nick Coates,149169,CB,E ILLINOIS,4,57,4.8,3.6,158,0,129.9,12,16,2,99,79,1.74
JoJo Evans Jr.,121728,S,FIU,12,63,4.8,3.5,166,1,67.6,13,18,0,123,52,1.95
Myles Talley,108114,LB,SACR HEART,10,19,4.8,3.2,280,0,90.3,4,6,0,47,31,2.47
Camron Willis,165233,LB,DAVIDSON,6,19,4.8,4.8,149,0,111.5,4,4,0,43,23,2.26
Trevor Moffitt,147036,LB,GARD-WEBB,9,43,4.8,3.6,171,1,56.3,9,12,0,76,57,1.77
David Kabongo,193199,S,OKLA STATE,4,19,4.8,4.8,262,0,108.3,4,4,0,40,35,2.11
Akili Arnold,71406,S,USC,12,92,4.8,4.6,326,0,131.9,19,20,2,153,77,1.66
Bradyn Smith,141927,LB,W ILLINOIS,3,19,4.8,4.8,345,0,106.3,4,4,0,38,22,2.0
Landon Hullaby,157319,S,UTEP,6,19,4.8,3.8,330,0,108.3,4,5,0,50,33,2.63
Ethan Schoville,171481,S,N IOWA,7,53,4.8,4.8,255,0,95.8,11,11,0,77,33,1.45
Justin Whiteside,104220,LB,C MICHIGAN,12,24,4.8,3.4,134,0,89.6,5,7,0,47,16,1.96
Elijah Anderson-Taylor,103763,LB,FIU,11,38,4.8,4.2,166,0,91.2,8,9,0,53,27,1.39
Kyle Hall,177295,LB,SACR HEART,10,24,4.8,3.0,280,0,75.5,5,8,0,41,20,1.71
Shafeek Smith,148469,CB,TOWSON,7,14,4.7,3.5,317,0,97.9,3,4,0,32,8,2.29
Suntarine Perkins,172524,ED,OLE MISS,7,14,4.7,4.7,226,0,87.5,3,3,0,15,20,1.07
Davin Beason,164451,LB,PORTLAND,6,14,4.7,4.7,269,0,109.7,3,3,0,31,22,2.21
JJ Sebert,189178,S,BUCKNELL,1,14,4.7,4.7,125,0,115.3,3,3,0,35,17,2.5
Nickendre Stiger,163823,CB,KANSAS ST,10,42,4.7,3.5,199,0,101.7,9,12,0,107,40,2.55
Ben Sahakian,159289,ED,CORNELL,5,28,4.7,3.5,147,0,86.5,6,8,0,42,21,1.5
Brevin Randle,103830,LB,UTSA,11,28,4.7,4.7,331,0,95.8,6,6,0,42,37,1.5
Hayden Bedell,149752,LB,VALPO,5,14,4.7,4.7,332,0,97.2,3,3,0,22,16,1.57
Artemus McCorkle,104291,CB,KY STATE,1,14,4.7,4.7,378,0,118.8,3,3,0,49,12,3.5
Kellan Wyatt,162807,ED,MARYLAND,8,14,4.7,4.7,215,0,108.3,3,3,0,30,13,2.14
Easton Mascarenas-Arnold,71410,LB,USC,11,33,4.7,3.7,326,0,87.5,7,9,0,45,37,1.36
Lucas McAllister,171424,LB,INDIANA ST,6,33,4.7,4.7,191,0,141.4,7,7,1,59,59,1.79
John Lewis,146852,LB,MISS STATE,5,14,4.7,3.5,227,0,100.0,3,4,0,34,9,2.43
Chance Williams,197011,S,LINCOK,2,14,4.7,4.7,1452,0,113.9,3,3,0,34,32,2.43
Daniel Harris,182310,CB,GEORGIA,7,14,4.7,3.5,173,0,105.2,3,4,0,39,9,2.79
Tahveon Nicholson,129421,CB,LOUISVILLE,8,28,4.7,4.7,210,0,112.5,6,6,0,66,23,2.36
Stephen Dean III,160902,LB,VA MILT IN,7,14,4.7,4.7,336,0,158.3,3,3,1,74,25,5.29
Gavin Morris,160881,LB,SAMFORD,5,14,4.7,3.5,282,0,77.1,3,4,0,12,11,0.86
Marcus Brown,138425,ED,INCAR WORD,5,14,4.7,4.7,189,0,108.3,3,3,0,30,30,2.14
Jayson Gilliom,144572,LB,KANSAS,4,14,4.7,4.7,198,0,115.3,3,3,0,35,18,2.5
Blake Thompson,157593,S,LA TECH,10,33,4.7,3.7,208,0,91.2,7,9,0,53,36,1.61
Hayward McQueen Jr.,159971,LB,W CAROLINA,6,14,4.7,3.5,344,0,92.7,3,4,0,27,8,1.93
DJ Douglas,98860,S,FLORIDA,6,14,4.7,4.7,163,0,158.3,3,3,1,102,65,7.29
Kendric Bailey,147669,S,LNDNWD,9,33,4.7,3.7,949,0,147.0,7,9,3,88,26,2.67
Iverson Brown,89147,S,S ILLINOIS,12,61,4.7,3.8,295,1,81.5,13,16,0,157,66,2.57
Michael Harris,170194,LB,MARYLAND,7,14,4.7,4.7,215,0,135.4,3,3,1,21,4,1.5
Caleb Frazer,148196,LB,N IOWA,5,14,4.7,4.7,255,0,98.6,3,3,0,23,5,1.64
Raider Damuni,72338,S,BYU,11,28,4.7,4.0,128,0,86.9,6,7,0,34,40,1.21
Zach Nowatzke,176816,LB,N COLORADO,5,14,4.7,4.7,253,0,118.8,3,3,0,55,24,3.93
Kain Medrano,100655,LB,UCLA,11,84,4.7,3.8,324,0,126.5,18,22,2,156,136,1.86
Cameron Watts,123160,CB,NEW MEXICO,5,37,4.6,4.1,241,0,146.8,8,9,1,93,47,2.51
Blake Smith,155827,S,TARLETON,12,64,4.6,4.0,401,0,151.8,14,16,2,175,46,2.73
Darson Jeanty,172048,S,LAFAYETTE,11,37,4.6,4.6,203,0,99.5,8,8,0,63,61,1.7
Kade Werner,178401,S,MARIST,8,51,4.6,4.6,213,0,113.6,11,11,0,124,83,2.43
Devin Sterling,136912,LB,TARLETON,8,23,4.6,3.8,401,0,107.6,5,6,0,59,24,2.57
Darius Snow,129635,LB,MICH STATE,8,23,4.6,2.9,223,0,118.2,5,8,1,47,24,2.04
Osaro Aihie,157917,LB,AIR FORCE,10,37,4.6,4.6,101,1,64.1,8,8,0,71,35,1.92
Zach Lewis,146093,S,N ARIZONA,13,148,4.6,3.7,252,1,113.3,32,40,3,308,191,2.08
Zion Branch,74395,S,USC,7,23,4.6,2.6,326,0,105.8,5,9,1,44,22,1.91
Patrick Campbell,159316,CB,DARTMOUTH,3,9,4.5,3.0,148,0,89.6,2,3,0,23,3,2.56
Xe'ree Alexander,175071,LB,UCF,10,18,4.5,3.0,323,0,112.5,4,6,1,22,4,1.22
Nate Hyman,193466,LB,AVEMAR,2,9,4.5,3.0,1450,0,84.0,2,3,0,19,11,2.11
Darius Harris,148336,S,ELON,6,9,4.5,3.0,162,0,122.2,2,3,1,18,2,2.0
Malik Spencer,158397,S,MICH STATE,9,27,4.5,3.4,223,0,149.5,6,8,2,87,50,3.22
Javon Armstrong-Grady,150578,ED,NC A&T,6,9,4.5,4.5,246,0,97.9,2,2,0,15,16,1.67
Austin Harnetiaux,162488,LB,NEVADA,5,9,4.5,4.5,239,0,81.3,2,2,0,7,18,0.78
Shamir Sterlin,183933,S,FIU,2,9,4.5,4.5,166,0,125.0,2,2,1,9,2,1.0
Lonnie Rice,130418,LB,BRYANT,5,9,4.5,3.0,124,0,91.0,2,3,0,24,28,2.67
Kaleb Brown,177885,S,CITADEL,6,9,4.5,3.0,139,0,102.1,2,3,0,32,18,3.56
Zayteak McGhee,171781,S,HOUCHR,8,49,4.5,3.1,183,1,65.6,11,16,0,124,70,2.53
Ryheem Craig,144151,ED,E CAROLINA,9,18,4.5,3.6,156,0,88.3,4,5,0,26,26,1.44
Devin Johnson,158014,CB,MIAMI OH,3,9,4.5,4.5,221,0,93.8,2,2,0,13,3,1.44
Davon Banks,146477,CB,BOISE ST,5,9,4.5,4.5,120,0,118.8,2,2,0,34,0,3.78
C.J. Hicks,156483,LB,OHIO STATE,3,9,4.5,4.5,260,0,100.0,2,2,0,16,19,1.78
DeMarco Ward,170359,LB,FLORIDA ST,3,9,4.5,3.0,167,0,100.7,2,3,0,31,30,3.44
Dontay Johnson,164868,S,S DAK ST,5,9,4.5,4.5,292,0,158.3,2,2,2,83,13,9.22
Ahmari Harvey,146674,CB,GA TECH,6,9,4.5,3.0,176,0,122.2,2,3,2,18,2,2.0
Emmanuel McNeil-Warren,163155,S,TOLEDO,8,45,4.5,3.0,316,1,68.2,10,15,1,58,28,1.29
Ethan Yip,148488,CB,WM & MARY,1,9,4.5,3.0,348,0,99.3,2,3,0,30,5,3.33
Tarrion Grant,190903,CB,PURDUE,5,9,4.5,4.5,273,0,118.8,2,2,0,38,30,4.22
Avieon Terrell,170031,CB,CLEMSON,7,9,4.5,3.0,140,0,120.8,2,3,1,17,8,1.89
Kyan McDonald,183748,S,ARIZONA ST,4,18,4.5,3.6,110,0,157.9,4,5,1,62,18,3.44
Harrison Taggart,157254,LB,BYU,8,9,4.5,3.0,128,0,70.1,2,3,0,8,13,0.89
Kristian Story,123937,S,KENTUCKY,9,18,4.5,3.6,202,0,114.2,4,5,0,57,26,3.17
Aden Murphy,152392,LB,W OREGON,2,18,4.5,4.5,411,0,128.1,4,4,1,21,11,1.17
Erv Wiggins Jr.,193277,CB,ALBANY,5,9,4.5,3.0,106,0,95.1,2,3,0,27,20,3.0
Cam Riley,124001,LB,FLORIDA ST,11,18,4.5,4.5,167,0,109.4,4,4,0,41,21,2.28
Caleb Parker,144503,ED,BAYLOR,9,27,4.5,3.0,118,0,138.7,6,9,1,95,21,3.52
T.J. Huggins,144419,CB,FL A&M,5,9,4.5,4.5,164,0,118.8,2,2,0,38,22,4.22
Hosea Knifeley Jr,121353,ED,AUSTINPEAY,9,18,4.5,3.6,116,0,94.2,4,5,0,33,17,1.83
Jaden Robinson,83074,CB,OREGON ST,4,9,4.5,4.5,265,0,158.3,2,2,1,45,3,5.0
Maddox Jackson,181453,LB,SHORTER,1,9,4.5,3.0,396,0,104.9,2,3,0,34,12,3.78
Logan Nash,64572,CB,ROB MORRIS,3,9,4.5,4.5,277,0,158.3,2,2,1,31,11,3.44
Shane Roth,148271,LB,S ILLINOIS,8,9,4.5,4.5,295,0,89.6,2,2,0,11,13,1.22
Jon Johnson,170699,CB,MONTANA ST,7,9,4.5,2.3,233,2,24.0,2,4,0,19,9,2.11
Mory Bamba,168565,CB,BYU,5,9,4.5,2.3,128,0,80.2,2,4,0,35,17,3.89
Jermod McCoy,176404,CB,TENNESSEE,6,9,4.5,3.0,307,0,81.3,2,3,0,17,16,1.89
Trent Henry,168495,CB,TROY,5,9,4.5,4.5,318,0,79.2,2,2,0,4,8,0.44
DeMel Turner,170662,S,CAL POLY,3,18,4.5,4.5,129,0,140.6,4,4,1,33,38,1.83
Jirrea Johnson Jr.,172809,LB,SE LA,4,9,4.5,3.0,294,0,70.1,2,3,0,4,12,0.44
Rickie Davis Jr.,73500,CB,CHATTNOOGA,3,9,4.5,4.5,137,0,118.8,2,2,0,34,13,3.78
Kaden Mackey,192364,S,NWSTATE,5,18,4.5,3.6,257,0,151.3,4,5,1,54,27,3.0
Mason Rivera,158934,S,CAL POLY,11,68,4.5,3.8,129,0,113.7,15,18,1,123,57,1.81
Chris Rodgers,172364,LB,TULANE,8,18,4.5,4.5,319,0,96.9,4,4,0,29,32,1.61
Benjamin Morrison,156968,CB,NOTRE DAME,3,9,4.5,3.0,258,0,84.0,2,3,0,19,12,2.11
Kobi Albert,163795,S,MISS STATE,4,18,4.5,4.5,227,0,158.3,4,4,1,74,39,4.11
Kolbe Benham,149684,S,MARIST,5,9,4.5,4.5,213,0,104.2,2,2,0,18,8,2.0
E.J. Lightsey,163746,LB,GA TECH,4,9,4.5,4.5,176,0,79.2,2,2,0,6,5,0.67
Dillon Holifield,148863,S,DARTMOUTH,1,9,4.5,3.0,148,0,70.1,2,3,0,4,5,0.44
Edwin Dearman,103591,S,SAMFORD,11,54,4.5,4.2,282,0,126.9,12,13,1,108,32,2.0
Markell Redding,173801,S,KENNESAW,7,18,4.5,3.6,200,0,158.3,4,5,1,93,78,5.17
Kendel Dolby,173694,S,OKLAHOMA,3,27,4.5,3.9,261,0,81.5,6,7,0,25,35,0.93
JJ Johnson,156702,S,GA STATE,12,99,4.5,3.7,175,0,125.6,22,27,2,222,134,2.24
Tyler Baskett,161826,S,BROWN,6,40,4.4,3.3,123,0,109.0,9,12,0,128,88,3.2
LaVoise-Deontae McCoy,138192,LB,ILL STATE,10,35,4.4,3.2,188,0,143.4,8,11,1,133,51,3.8
Davion Blackwell,128223,LB,AUSTINPEAY,7,22,4.4,3.7,116,0,100.7,5,6,0,49,14,2.23
Corey Chapman,145373,S,NORFOLK,12,53,4.4,4.1,244,0,108.3,12,13,0,130,71,2.45
Sincere Jackson,160296,LB,SM HOUSTON,11,22,4.4,4.4,281,0,156.3,5,5,1,60,20,2.73
Tate Hallock,101668,S,W MICHIGAN,12,44,4.4,2.6,347,0,139.1,10,17,2,199,46,4.52
Fran Brown Jr.,171640,LB,ST FRANCIS,6,31,4.4,3.9,299,0,90.6,7,8,0,46,34,1.48
Jon Ross Maye,191370,LB,UTAH ST,8,31,4.4,3.4,329,0,110.2,7,9,0,94,73,3.03
Anthony Hill Jr.,173158,LB,TEXAS,16,79,4.4,4.4,311,0,110.9,18,18,1,111,99,1.41
Branson Combs,105001,LB,WAKE,9,48,4.4,4.0,339,1,60.8,11,12,0,83,50,1.73
Armani-Eli Adams,83838,S,W MICHIGAN,8,13,4.3,4.3,347,0,158.3,3,3,1,62,15,4.77
Ryan McDavid,162356,S,TARLETON,2,13,4.3,4.3,401,0,98.6,3,3,0,23,12,1.77
Malek Horlback,162250,ED,PRESBYTERN,9,13,4.3,3.3,271,0,84.4,3,4,0,19,3,1.46
Sam Howard,121351,LB,TULANE,9,34,4.3,3.1,319,0,104.0,8,11,0,109,51,3.21
Matt Walsh,148212,S,S DAKOTA,3,13,4.3,4.3,291,0,93.1,3,3,0,19,3,1.46
Peyton Stevenson,145394,S,RICE,6,13,4.3,4.3,275,0,118.8,3,3,0,73,19,5.62
Dylan Early,147464,S,NEW MEX ST,8,34,4.3,3.8,242,0,94.4,8,9,0,60,46,1.76
Noble Cooper,148678,S,BROWN,8,78,4.3,3.5,123,0,133.9,18,22,1,282,141,3.62
Tyler Grubbs,122674,LB,TULANE,8,17,4.3,4.3,319,0,118.8,4,4,0,63,33,3.71
Simeon Woodard,155294,CB,MONTANA ST,8,13,4.3,4.3,233,0,158.3,3,3,1,60,8,4.62
Mark Aitken,97088,S,E ILLINOIS,6,17,4.3,3.4,158,0,118.8,4,5,0,78,66,4.59
Amare Townsend,171809,S,SE MO ST,6,30,4.3,3.8,293,0,141.7,7,8,1,68,18,2.27
Cody Simon,129757,LB,OHIO STATE,13,69,4.3,4.3,260,0,107.8,16,16,0,158,94,2.29
Quintin Sterling,193320,S,ARKAPB,12,34,4.3,3.8,112,0,109.7,8,9,0,93,79,2.74
Jaylen Sneed,156972,LB,NOTRE DAME,10,13,4.3,1.9,258,0,50.3,3,7,0,15,11,1.15
Devyn Perkins,141301,CB,SO UTAH,2,13,4.3,4.3,298,0,108.3,3,3,0,30,18,2.31
Dickson Agu,169971,LB,TULANE,6,13,4.3,4.3,319,0,113.9,3,3,0,34,30,2.62
Jaylen'Dai Sumlin,188875,S,STANFORD,4,13,4.3,3.3,300,0,85.4,3,4,0,20,13,1.54
Raquon Hartley,97728,LB,GARD-WEBB,12,112,4.3,3.5,171,0,95.2,26,32,0,219,213,1.96
Macklin Ayers,148812,LB,UMASS,9,17,4.3,4.3,216,0,112.5,4,4,0,44,37,2.59
David Bailey,157272,ED,STANFORD,8,17,4.3,4.3,300,0,79.2,4,4,0,11,4,0.65
Jalen Nelson,160882,S,SAMFORD,4,13,4.3,4.3,282,0,88.9,3,3,0,16,21,1.23
Jaylyn Monds,184057,CB,E MICHIGAN,2,26,4.3,3.7,160,0,153.9,6,7,1,80,50,3.08
Cam Jeffery,147068,LB,ARK STATE,6,17,4.3,4.3,113,0,108.3,4,4,0,40,36,2.35
Pierre Royster,150423,S,ST FRANCIS,10,52,4.3,4.3,299,0,132.6,12,12,1,110,65,2.12
Payton Maull,180204,CB,W OREGON,2,34,4.3,3.8,411,0,148.1,8,9,1,96,58,2.82
Jaylen Thompson,183544,S,MICH STATE,4,13,4.3,2.6,223,0,90.4,3,5,0,46,11,3.54
Dominic DeLuca,145095,LB,PENN STATE,12,30,4.3,3.8,266,0,142.2,7,8,1,69,48,2.3
Brandon Howard,162112,LB,CHARLES SO,9,34,4.3,3.4,135,0,152.1,8,10,1,173,94,5.09
Nick Cull,163652,S,OLE MISS,5,17,4.3,2.8,226,0,109.7,4,6,0,78,53,4.59
Jojo Pace,176884,S,CAMPBELL,11,42,4.2,3.5,131,1,123.6,10,12,2,166,64,3.95
J.R. Flood,160492,LB,DRAKE,9,21,4.2,4.2,153,0,108.3,5,5,0,50,24,2.38
Rush Lansdell,104871,LB,N ALABAMA,9,25,4.2,4.2,389,0,100.7,6,6,0,49,40,1.96
Tuasivi Nomura,70879,LB,FRESNO ST,10,50,4.2,3.6,169,0,138.4,12,14,2,108,51,2.16
Sincere Green,196549,S,BSU,1,25,4.2,4.2,1531,0,140.3,6,6,1,49,39,1.96
Dee Pierce,145828,S,ROB MORRIS,7,21,4.2,3.0,277,0,119.6,5,7,1,31,9,1.48
Jayden Stanley,155573,S,UC DAVIS,4,21,4.2,3.5,322,0,112.5,5,6,0,66,32,3.14
Kaleb Dawson,83131,S,ALAB A&M,10,21,4.2,3.0,104,0,91.4,5,7,0,50,26,2.38
Tienne Fridge,85688,S,E ILLINOIS,8,42,4.2,3.8,158,0,106.8,10,11,0,106,74,2.52
Micah Green,148865,LB,DARTMOUTH,10,29,4.1,3.6,148,0,107.3,7,8,0,78,45,2.69
Drue Watts,146094,LB,NEVADA,8,29,4.1,4.1,239,0,106.0,7,7,0,66,39,2.28
Kobe Joseph,106701,LB,CHATTNOOGA,11,37,4.1,4.1,137,0,92.1,9,9,0,55,49,1.49
Christian LeBrun,173397,LB,UMASS,8,29,4.1,3.2,216,0,147.2,7,9,1,94,60,3.24
Reid Carrico,145069,LB,W VIRGINIA,8,29,4.1,3.2,343,0,91.7,7,9,0,54,43,1.86
Demetrias Charles,121377,LB,CENT ARK,3,4,4.0,4.0,132,0,87.5,1,1,0,5,11,1.25
Logan Dexter,179484,S,EDNBFS,1,8,4.0,4.0,860,0,79.2,2,2,0,4,17,0.5
Ernest Cooper,157278,ED,STANFORD,6,8,4.0,4.0,300,0,83.3,2,2,0,8,8,1.0
Jack Pyburn,157747,ED,FLORIDA,4,8,4.0,4.0,163,0,118.8,2,2,0,26,15,3.25
Ben Roberts,157332,LB,TEXAS TECH,13,40,4.0,3.3,315,0,137.5,10,12,1,124,104,3.1
Wesley Steiner,124003,LB,WASH STATE,2,4,4.0,4.0,341,0,79.2,1,1,0,-4,0,-1.0
Jojo Hayden,174026,ED,ILLINOIS,1,4,4.0,4.0,187,0,118.8,1,1,0,24,18,6.0
Keyshawn Johnson,173929,ED,TENN MARTN,3,4,4.0,4.0,310,0,104.2,1,1,0,9,1,2.25
Dominic Pagano,142850,S,CHARLES SO,7,16,4.0,4.0,135,0,107.3,4,4,0,39,13,2.44
Macho Stevenson,173650,CB,TEXAS TECH,3,4,4.0,4.0,315,0,118.8,1,1,0,36,10,9.0
Gavin Moul,173618,LB,DELAWARE,4,4,4.0,4.0,151,0,118.8,1,1,0,20,2,5.0
Jaylen Johnson,75046,S,OHIO,2,4,4.0,4.0,259,0,118.8,1,1,0,16,1,4.0
Cahari Haynes,174991,LB,APP STATE,1,4,4.0,4.0,108,0,79.2,1,1,0,0,0,0.0
Devon Lynch,173443,LB,W KENTUCKY,7,12,4.0,3.0,346,0,96.9,3,4,0,31,13,2.58
Jesse Vasquez,175063,CB,E MICHIGAN,3,4,4.0,2.0,160,0,56.3,1,2,0,6,0,1.5
Za'Quan Bryan,173400,CB,MINNESOTA,4,4,4.0,4.0,225,0,118.8,1,1,0,25,3,6.25
Ryder Bordner,175074,LB,IDAHO,2,4,4.0,2.0,185,0,56.3,1,2,0,4,3,1.0
Caden Holt,145521,LB,TARLETON,7,8,4.0,4.0,401,0,118.8,2,2,0,32,11,4.0
Caleb Lewis,145526,ED,INCAR WORD,2,4,4.0,4.0,189,0,95.8,1,1,0,7,8,1.75
Elijah Wilson,173319,LB,TULSA,4,8,4.0,2.7,320,0,77.1,2,3,0,14,8,1.75
Chuck Hicks,75816,LB,MISSOURI,7,16,4.0,4.0,229,0,158.3,4,4,2,85,77,5.31
Capone Blue,76604,CB,WAKE,2,4,4.0,4.0,339,0,87.5,1,1,0,5,9,1.25
Dylan Scott,186230,S,TXAMCO,1,4,4.0,4.0,1139,0,118.8,1,1,0,37,10,9.25
Fernando Sanchez III,145741,LB,C MICHIGAN,3,4,4.0,4.0,134,0,79.2,1,1,0,3,9,0.75
Muhammed Jammeh,145863,S,N ILLINOIS,4,12,4.0,2.4,254,0,81.3,3,5,0,35,23,2.92
Abdul Muhammad,175290,S,SMU,2,4,4.0,4.0,287,0,118.8,1,1,0,14,2,3.5
Will Lee III,173110,CB,TEXAS A&M,3,4,4.0,2.0,312,0,60.4,1,2,0,8,6,2.0
Justice Clemons,173107,CB,KANSAS ST,4,4,4.0,4.0,199,0,112.5,1,1,0,11,5,2.75
Max Tucker,175345,CB,BOSTON COL,8,16,4.0,2.3,121,0,90.2,4,7,0,68,27,4.25
Donte Williams,142550,S,MERRIMACK,6,8,4.0,4.0,385,0,118.8,2,2,0,51,23,6.38
Chris Mills,83315,CB,TEXAS ST,3,4,4.0,4.0,314,0,100.0,1,1,0,8,0,2.0
Julian Neal,146043,CB,FRESNO ST,3,8,4.0,2.7,169,0,109.7,2,3,0,43,30,5.38
Devonte' Mathews,172777,S,W KENTUCKY,12,36,4.0,3.6,346,0,105.8,9,10,0,94,79,2.61
Ronald Smith,196849,CB,NAUSTA,1,4,4.0,4.0,1453,0,118.8,1,1,0,24,26,6.0
Mikey Rosa,172709,LB,CITADEL,3,4,4.0,4.0,139,0,108.3,1,1,0,10,10,2.5
DaVonyae Pettis,172705,ED,CITADEL,7,8,4.0,4.0,139,0,79.2,2,2,0,6,8,0.75
Sione Moa,146226,LB,BYU,3,4,4.0,4.0,128,0,116.7,1,1,0,12,0,3.0
Ryan Earl,172642,LB,FURMAN,4,4,4.0,4.0,170,0,112.5,1,1,0,11,13,2.75
Jermaine Ray Jr.,189055,CB,N ALABAMA,4,4,4.0,2.0,389,0,135.4,1,2,1,33,17,8.25
Marcus Harris,97230,CB,CAL,10,16,4.0,2.0,130,0,104.7,4,8,1,41,15,2.56
Jaylin Smith,146422,CB,USC,4,8,4.0,4.0,326,0,97.9,2,2,0,15,5,1.88
Roderick Webb,185625,CB,VIRUNI,1,4,4.0,4.0,1165,0,118.8,1,1,0,31,1,7.75
Brenton Williams,172466,ED,LIBERTY,2,4,4.0,4.0,206,0,79.2,1,1,0,2,4,0.5
Qua Russaw,172395,ED,ALABAMA,5,8,4.0,4.0,103,0,91.7,2,2,0,12,5,1.5
Chaunnsey Triplett,196461,LB,MS VLY ST,4,4,4.0,4.0,228,0,79.2,1,1,0,1,0,0.25
Briceon Hayes,139544,ED,SM HOUSTON,3,4,4.0,4.0,281,0,108.3,1,1,0,10,10,2.5
Trevor Romaldo,185574,S,MURRAY ST,2,4,4.0,4.0,236,0,79.2,1,1,0,0,0,0.0
Judge Collier,174319,CB,S CAROLINA,4,4,4.0,2.0,289,0,58.3,1,2,0,7,0,1.75
